addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,url,website,building,amenity,building:flats,building:levels,building:material,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,Moody Towers Residence Halls,,,,,,,dormitory,,,,,,,,,,,,,,,10275137810,1438667144,1,0,"POLYGON ((-95.34255981445312 29.717329025268555, -95.34180450439453 29.717100143432617, -95.34188842773438 29.71687126159668, -95.34159851074219 29.716785430908203, -95.34152221679688 29.716989517211914, -95.34170532226562 29.717042922973633, -95.3416976928711 29.71706771850586, -95.34162139892578 29.7170467376709, -95.34144592285156 29.71749496459961, -95.34152221679688 29.717517852783203, -95.34151458740234 29.717544555664062, -95.34132385253906 29.717485427856445, -95.34123992919922 29.71768569946289, -95.34154510498047 29.7177734375, -95.34162902832031 29.717552185058594, -95.34237670898438 29.717777252197266, -95.34255981445312 29.717329025268555), (-95.34195709228516 29.717214584350586, -95.34182739257812 29.717546463012695, -95.34171295166016 29.717514038085938, -95.34185028076172 29.717182159423828, -95.34195709228516 29.717214584350586), (-95.34208679199219 29.717552185058594, -95.34219360351562 29.71758460998535, -95.34217834472656 29.71763038635254, -95.34207153320312 29.71759796142578, -95.34208679199219 29.717552185058594), (-95.34217834472656 29.717309951782227, -95.34229278564453 29.71734046936035, -95.34226989746094 29.71738624572754, -95.3421630859375 29.717355728149414, -95.34217834472656 29.717309951782227))","{""type"":""multipolygon""}",relation
Houston,,,3,,77004,Hermann Museum Circle,,Amalfi,,,,,,https://www.thecircleathermannpark.com,apartments,,,,,,,,,,,,,,,14472982510,1550860529,5,0,"POLYGON ((-95.38060760498047 29.7180233001709, -95.38143920898438 29.718372344970703, -95.3817367553711 29.718286514282227, -95.3819580078125 29.7178897857666, -95.38199615478516 29.717823028564453, -95.38223266601562 29.717924118041992, -95.3826675415039 29.717517852783203, -95.38211822509766 29.717134475708008, -95.381103515625 29.716732025146484, -95.38087463378906 29.71719741821289, -95.38101959228516 29.717248916625977, -95.38089752197266 29.717491149902344, -95.38060760498047 29.7180233001709), (-95.38140106201172 29.71792221069336, -95.3813247680664 29.718067169189453, -95.38147735595703 29.7181339263916, -95.3815689086914 29.718103408813477, -95.38162231445312 29.718008041381836, -95.38140106201172 29.71792221069336), (-95.38180541992188 29.71742057800293, -95.38154602050781 29.717323303222656, -95.38163757324219 29.717182159423828, -95.38187408447266 29.717273712158203, -95.38180541992188 29.71742057800293), (-95.38123321533203 29.717016220092773, -95.38115692138672 29.7171688079834, -95.38133239746094 29.717241287231445, -95.38140869140625 29.717086791992188, -95.38123321533203 29.717016220092773), (-95.38228607177734 29.71769142150879, -95.38233184814453 29.71764373779297, -95.38239288330078 29.717588424682617, -95.3821029663086 29.71739387512207, -95.3819808959961 29.71758270263672, -95.38228607177734 29.71769142150879), (-95.38092803955078 29.717914581298828, -95.38109588623047 29.717987060546875, -95.38117218017578 29.71783447265625, -95.3810043334961 29.717771530151367, -95.38092803955078 29.717914581298828))","{""addr:state"":""TX"",""type"":""multipolygon""}",relation
,,,,,,,,The Quad,,,,,,,yes,,,,,,,,,,,,,,,110324783508,1689723481,1,0,"MULTIPOLYGON (((-95.34513854980469 29.718534469604492, -95.34504699707031 29.718503952026367, -95.34505462646484 29.718481063842773, -95.3449935913086 29.718460083007812, -95.34503936767578 29.718351364135742, -95.34504699707031 29.718355178833008, -95.3450698852539 29.718299865722656, -95.34505462646484 29.71829605102539, -95.34512329101562 29.7181396484375, -95.34513092041016 29.718141555786133, -95.34514617919922 29.71811294555664, -95.34513092041016 29.718107223510742, -95.34514617919922 29.71807289123535, -95.34516143798828 29.718076705932617, -95.34517669677734 29.718046188354492, -95.34516143798828 29.718040466308594, -95.34523010253906 29.717885971069336, -95.3452377319336 29.71788787841797, -95.34526062011719 29.717832565307617, -95.34525299072266 29.71782875061035, -95.34529876708984 29.717708587646484, -95.34538269042969 29.717735290527344, -95.34537506103516 29.71776008605957, -95.3454360961914 29.717777252197266, -95.34540557861328 29.717876434326172, -95.34539031982422 29.717872619628906, -95.34536743164062 29.717924118041992, -95.34538269042969 29.717927932739258, -95.3453140258789 29.71808433532715, -95.34529876708984 29.718080520629883, -95.34529113769531 29.718109130859375, -95.3453140258789 29.718116760253906, -95.34529876708984 29.718158721923828, -95.34527587890625 29.71815299987793, -95.34526062011719 29.71817970275879, -95.34527587890625 29.718183517456055, -95.34521484375 29.718339920043945, -95.34519958496094 29.71833610534668, -95.34517669677734 29.718387603759766, -95.3451919555664 29.71839141845703, -95.34513854980469 29.718534469604492)), ((-95.34577178955078 29.718225479125977, -95.3456802368164 29.718198776245117, -95.34567260742188 29.718210220336914, -95.34561157226562 29.718191146850586, -95.34561920166016 29.71817970275879, -95.3454360961914 29.71812629699707, -95.34542846679688 29.718137741088867, -95.34540557861328 29.71812629699707, -95.3453598022461 29.718229293823242, -95.34539031982422 29.718238830566406, -95.34538269042969 29.718250274658203, -95.34556579589844 29.718307495117188, -95.34557342529297 29.718292236328125, -95.34563446044922 29.718313217163086, -95.34562683105469 29.718324661254883, -95.34571838378906 29.718351364135742, -95.34577178955078 29.718225479125977)), ((-95.34578704833984 29.71875762939453, -95.34571838378906 29.71873664855957, -95.3457260131836 29.718717575073242, -95.34566497802734 29.718698501586914, -95.34566497802734 29.718711853027344, -95.3454818725586 29.71865463256836, -95.34548950195312 29.718643188476562, -95.34542846679688 29.718624114990234, -95.34542083740234 29.71863555908203, -95.3452377319336 29.71858024597168, -95.34524536132812 29.718570709228516, -95.34521484375 29.71856117248535, -95.34525299072266 29.718456268310547, -95.34528350830078 29.71846580505371, -95.34528350830078 29.718454360961914, -95.34547424316406 29.7185115814209, -95.34546661376953 29.718521118164062, -95.34552764892578 29.71854019165039, -95.34552764892578 29.718528747558594, -95.3456802368164 29.71857452392578, -95.34571075439453 29.718496322631836, -95.3457260131836 29.71849822998047, -95.34574890136719 29.718441009521484, -95.34573364257812 29.71843719482422, -95.3458251953125 29.718219757080078, -95.34584045410156 29.718223571777344, -95.34586334228516 29.718164443969727, -95.3458480834961 29.71816062927246, -95.34587860107422 29.71808433532715, -95.34603881835938 29.71813201904297, -95.34600830078125 29.71820640563965, -95.34599304199219 29.718202590942383, -95.3459701538086 29.71826171875, -95.34598541259766 29.718265533447266, -95.34589385986328 29.71848487854004, -95.34588623046875 29.718481063842773, -95.34586334228516 29.718538284301758, -95.34587860107422 29.718542098999023, -95.3458480834961 29.718618392944336, -95.34579467773438 29.718738555908203, -95.34578704833984 29.71875762939453)), ((-95.34648895263672 29.718154907226562, -95.34642028808594 29.71813201904297, -95.3464126586914 29.718158721923828, -95.34626770019531 29.718114852905273, -95.34627532958984 29.718103408813477, -95.3462142944336 29.71808433532715, -95.34620666503906 29.718095779418945, -95.34602355957031 29.718040466308594, -95.34603118896484 29.718029022216797, -95.34600067138672 29.718019485473633, -95.34599304199219 29.71803855895996, -95.34593963623047 29.71802520751953, -95.345947265625 29.71800422668457, -95.3459243774414 29.71799659729004, -95.34591674804688 29.71800994873047, -95.34573364257812 29.71795082092285, -95.34573364257812 29.717939376831055, -95.3456802368164 29.71792221069336, -95.34567260742188 29.717933654785156, -95.34553527832031 29.7178897857666, -95.34554290771484 29.717863082885742, -95.34547424316406 29.717844009399414, -95.34550476074219 29.71775245666504, -95.34553527832031 29.717761993408203, -95.34554290771484 29.71775245666504, -95.3457260131836 29.71780776977539, -95.34571838378906 29.717819213867188, -95.34577941894531 29.717836380004883, -95.34578704833984 29.717824935913086, -95.34596252441406 29.71788215637207, -95.34596252441406 29.717891693115234, -95.34599304199219 29.7179012298584, -95.34600067138672 29.7178897857666, -95.3460464477539 29.717905044555664, -95.34603881835938 29.71791648864746, -95.3460693359375 29.717926025390625, -95.34607696533203 29.71791648864746, -95.34626007080078 29.717971801757812, -95.34625244140625 29.717981338500977, -95.3463134765625 29.717998504638672, -95.34632110595703 29.717988967895508, -95.34649658203125 29.718046188354492, -95.34649658203125 29.71805763244629, -95.34652709960938 29.718067169189453, -95.34648895263672 29.718154907226562)), ((-95.3463363647461 29.718528747558594, -95.34630584716797 29.718521118164062, -95.34630584716797 29.718530654907227, -95.34612274169922 29.718477249145508, -95.34613037109375 29.71846580505371, -95.3460693359375 29.718446731567383, -95.34606170654297 29.71845817565918, -95.3459701538086 29.71843147277832, -95.34602355957031 29.71830177307129, -95.34610748291016 29.718332290649414, -95.34610748291016 29.718341827392578, -95.3461685180664 29.718360900878906, -95.34617614746094 29.718351364135742, -95.34635925292969 29.718406677246094, -95.34635925292969 29.71841812133789, -95.34638214111328 29.718425750732422, -95.3463363647461 29.718528747558594)), ((-95.34627532958984 29.718822479248047, -95.34622955322266 29.718936920166016, -95.34577941894531 29.718801498413086, -95.3458023071289 29.71874237060547, -95.3458480834961 29.71862030029297, -95.3459243774414 29.71864128112793, -95.34589385986328 29.718706130981445, -95.34627532958984 29.718822479248047)), ((-95.34659576416016 29.7181339263916, -95.3465576171875 29.718229293823242, -95.34656524658203 29.718233108520508, -95.34654998779297 29.718286514282227, -95.3465347290039 29.71828269958496, -95.34647369384766 29.718441009521484, -95.34648132324219 29.71844482421875, -95.34647369384766 29.718469619750977, -95.34645080566406 29.718461990356445, -95.346435546875 29.718507766723633, -95.3464584350586 29.71851348876953, -95.34644317626953 29.718542098999023, -95.346435546875 29.71854019165039, -95.34637451171875 29.71869659423828, -95.34638214111328 29.718698501586914, -95.34635925292969 29.718753814697266, -95.34634399414062 29.718751907348633, -95.34629821777344 29.718862533569336, -95.34636688232422 29.71887969970703, -95.34635925292969 29.718891143798828, -95.34645080566406 29.718914031982422, -95.34649658203125 29.718795776367188, -95.34648895263672 29.718793869018555, -95.34651184082031 29.71873664855957, -95.34652709960938 29.718740463256836, -95.3465805053711 29.71858787536621, -95.34657287597656 29.718585968017578, -95.34658813476562 29.718551635742188, -95.34659576416016 29.71855354309082, -95.34661102294922 29.71851921081543, -95.34659576416016 29.718515396118164, -95.34661102294922 29.718482971191406, -95.34661865234375 29.71848487854004, -95.3466796875 29.71833038330078, -95.34667205810547 29.718326568603516, -95.34669494628906 29.718271255493164, -95.3467025756836 29.718273162841797, -95.34675598144531 29.718154907226562, -95.34667205810547 29.718130111694336, -95.3466567993164 29.71815299987793, -95.34659576416016 29.7181339263916)), ((-95.34576416015625 29.71904182434082, -95.34573364257812 29.719032287597656, -95.34573364257812 29.71904182434082, -95.34555053710938 29.71898651123047, -95.34555053710938 29.718976974487305, -95.34549713134766 29.718957901000977, -95.34548950195312 29.718971252441406, -95.34530639648438 29.71891212463379, -95.3453140258789 29.718902587890625, -95.34525299072266 29.718883514404297, -95.34524536132812 29.71889305114746, -95.34518432617188 29.718875885009766, -95.34506225585938 29.718839645385742, -95.34506225585938 29.718828201293945, -95.34500885009766 29.71881103515625, -95.34500122070312 29.718820571899414, -95.34490966796875 29.718791961669922, -95.34491729736328 29.718782424926758, -95.34488677978516 29.718774795532227, -95.34492492675781 29.718685150146484, -95.3449478149414 29.71869468688965, -95.34495544433594 29.718687057495117, -95.34504699707031 29.718711853027344, -95.34503936767578 29.718725204467773, -95.34510040283203 29.71874237060547, -95.34510803222656 29.71872329711914, -95.34529113769531 29.718780517578125, -95.34528350830078 29.718795776367188, -95.34534454345703 29.718814849853516, -95.34535217285156 29.718807220458984, -95.34553527832031 29.718860626220703, -95.34552764892578 29.7188720703125, -95.34558868408203 29.718889236450195, -95.34559631347656 29.7188777923584, -95.34577178955078 29.718936920166016, -95.34577178955078 29.71894645690918, -95.3458023071289 29.718957901000977, -95.34576416015625 29.71904182434082)))","{""type"":""multipolygon""}",relation
,,,,,,,,Conrad N. Hilton College of Hotel and Resaurant Management 2,,,,,,,yes,,,,,,,,,,,,,,,92301916668,1679412061,1,0,"POLYGON ((-95.34205627441406 29.71831512451172, -95.3419189453125 29.718669891357422, -95.34183502197266 29.718645095825195, -95.34181213378906 29.71868896484375, -95.34174346923828 29.718669891357422, -95.34172821044922 29.718717575073242, -95.34171295166016 29.718713760375977, -95.34169006347656 29.718769073486328, -95.3418197631836 29.718809127807617, -95.34178924560547 29.71888542175293, -95.34183502197266 29.71889877319336, -95.34163665771484 29.719379425048828, -95.34159088134766 29.719362258911133, -95.3415756225586 29.719383239746094, -95.34154510498047 29.719463348388672, -95.34134674072266 29.719406127929688, -95.34111022949219 29.719335556030273, -95.3409194946289 29.719276428222656, -95.34095001220703 29.71918487548828, -95.3409652709961 29.71913719177246, -95.34090423583984 29.719118118286133, -95.3409423828125 29.71903419494629, -95.3407974243164 29.718990325927734, -95.3409423828125 29.718626022338867, -95.34107971191406 29.718666076660156, -95.34110260009766 29.71859359741211, -95.34141540527344 29.71868896484375, -95.34143829345703 29.7186336517334, -95.3414077758789 29.718626022338867, -95.34142303466797 29.718570709228516, -95.34136962890625 29.71855354309082, -95.34138488769531 29.718503952026367, -95.3410415649414 29.718406677246094, -95.3411865234375 29.718055725097656, -95.34205627441406 29.71831512451172))","{""type"":""multipolygon""}",relation
,,,,,,,,Conrad N. Hilton College of Global Hospitality Leadership,,,,,,,yes,,,,,,,,,,,,,,en:Hilton College of Hotel and Restaurant Management,10269726732,1705367629,6,0,"POLYGON ((-95.3418197631836 29.718809127807617, -95.34169006347656 29.718769073486328, -95.34162139892578 29.718748092651367, -95.34141540527344 29.71868896484375, -95.34110260009766 29.71859359741211, -95.34107971191406 29.718666076660156, -95.3409423828125 29.718626022338867, -95.3407974243164 29.718990325927734, -95.3409423828125 29.71903419494629, -95.34090423583984 29.719118118286133, -95.3409652709961 29.71913719177246, -95.34095001220703 29.71918487548828, -95.3409194946289 29.719276428222656, -95.34111022949219 29.719335556030273, -95.34134674072266 29.719406127929688, -95.34154510498047 29.719463348388672, -95.3415756225586 29.719383239746094, -95.34159088134766 29.719362258911133, -95.34163665771484 29.719379425048828, -95.34183502197266 29.71889877319336, -95.34178924560547 29.71888542175293, -95.3418197631836 29.718809127807617), (-95.34159851074219 29.718908309936523, -95.34151458740234 29.719125747680664, -95.34132385253906 29.719070434570312, -95.3414077758789 29.718852996826172, -95.34159851074219 29.718908309936523))","{""brand"":""Conrad"",""brand:wikidata"":""Q855525"",""tourism"":""hotel"",""type"":""multipolygon"",""wikidata"":""Q5764526""}",relation
Houston,,,1,,77004,Hermann Museum Circle,,Esplanade,,,,,,,residential,,,4,,,,,,,,,,,,58367311,1523116972,5,0,"POLYGON ((-95.3824462890625 29.720088958740234, -95.38272857666016 29.71969985961914, -95.38256072998047 29.71937370300293, -95.381591796875 29.718791961669922, -95.38147735595703 29.71893882751465, -95.38136291503906 29.718873977661133, -95.38130187988281 29.71883201599121, -95.38126373291016 29.71881866455078, -95.3812484741211 29.71876335144043, -95.38128662109375 29.718711853027344, -95.38133239746094 29.718711853027344, -95.3814468383789 29.718515396118164, -95.38059997558594 29.71817398071289, -95.38053131103516 29.718355178833008, -95.38055419921875 29.718385696411133, -95.38033294677734 29.718828201293945, -95.38124084472656 29.719369888305664, -95.3824462890625 29.720088958740234), (-95.3816909790039 29.719213485717773, -95.381591796875 29.719152450561523, -95.3817138671875 29.719017028808594, -95.3818130493164 29.71907615661621, -95.3816909790039 29.719213485717773), (-95.38236999511719 29.71980094909668, -95.3822250366211 29.719707489013672, -95.38238525390625 29.71950912475586, -95.3824691772461 29.71967887878418, -95.38236999511719 29.71980094909668), (-95.38203430175781 29.71959114074707, -95.38179779052734 29.719459533691406, -95.3819580078125 29.719266891479492, -95.3821792602539 29.719402313232422, -95.38203430175781 29.71959114074707), (-95.3810043334961 29.718978881835938, -95.38063049316406 29.718765258789062, -95.38078308105469 29.71847152709961, -95.381103515625 29.71860122680664, -95.3809585571289 29.71885108947754, -95.38106536865234 29.718900680541992, -95.3810043334961 29.718978881835938))","{""addr:state"":""TX"",""type"":""multipolygon""}",relation
,,,,,,,,Cougar Place,,,,,,,residential,,,,,,,,,,,,,,,36231751106,1529040069,3,0,"POLYGON ((-95.3496322631836 29.720016479492188, -95.34967803955078 29.720069885253906, -95.34981536865234 29.720014572143555, -95.34977722167969 29.719966888427734, -95.34979248046875 29.71995735168457, -95.34976196289062 29.719928741455078, -95.34951782226562 29.719627380371094, -95.34944915771484 29.71963119506836, -95.3489761352539 29.719650268554688, -95.34896087646484 29.719650268554688, -95.34896087646484 29.719635009765625, -95.34890747070312 29.71963882446289, -95.3488998413086 29.71953582763672, -95.3488998413086 29.719511032104492, -95.34898376464844 29.71950912475586, -95.3489761352539 29.71933937072754, -95.34896087646484 29.719078063964844, -95.34896087646484 29.71902084350586, -95.34844970703125 29.718868255615234, -95.34842681884766 29.718935012817383, -95.34846496582031 29.718944549560547, -95.34844970703125 29.718978881835938, -95.34844207763672 29.718996047973633, -95.34825897216797 29.719451904296875, -95.34823608398438 29.71945571899414, -95.3482437133789 29.71954917907715, -95.34825134277344 29.71967315673828, -95.34812927246094 29.719676971435547, -95.34814453125 29.719945907592773, -95.34812927246094 29.719945907592773, -95.34810638427734 29.719945907592773, -95.34811401367188 29.720048904418945, -95.34811401367188 29.720069885253906, -95.34869384765625 29.720046997070312, -95.34867858886719 29.719823837280273, -95.34866333007812 29.719825744628906, -95.34866333007812 29.719762802124023, -95.34878540039062 29.719758987426758, -95.34878540039062 29.71978187561035, -95.34880065917969 29.71978187561035, -95.34880065917969 29.719810485839844, -95.34888458251953 29.719806671142578, -95.34889221191406 29.71989631652832, -95.34881591796875 29.71989631652832, -95.34883117675781 29.720176696777344, -95.34883880615234 29.72017478942871, -95.34884643554688 29.72024154663086, -95.34931182861328 29.720226287841797, -95.34957885742188 29.720115661621094, -95.34954833984375 29.720054626464844, -95.3496322631836 29.720016479492188), (-95.34892272949219 29.719806671142578, -95.34944915771484 29.719789505004883, -95.34961700439453 29.71999740600586, -95.34954071044922 29.720033645629883, -95.3495101928711 29.719968795776367, -95.3492660522461 29.720069885253906, -95.34893035888672 29.720081329345703, -95.34892272949219 29.720016479492188, -95.34901428222656 29.72001075744629, -95.3489990234375 29.719890594482422, -95.34892272949219 29.719894409179688, -95.34892272949219 29.719806671142578), (-95.34886932373047 29.71953582763672, -95.34883117675781 29.71953582763672, -95.34883117675781 29.719478607177734, -95.34879302978516 29.719482421875, -95.3487777709961 29.71914291381836, -95.34851837158203 29.719058990478516, -95.34850311279297 29.719120025634766, -95.34854888916016 29.719133377075195, -95.34854125976562 29.71915626525879, -95.34857177734375 29.719161987304688, -95.34844970703125 29.719463348388672, -95.34842681884766 29.719457626342773, -95.34842681884766 29.719480514526367, -95.34842681884766 29.719606399536133, -95.34834289550781 29.71961212158203, -95.34835052490234 29.719688415527344, -95.34866333007812 29.719676971435547, -95.34866333007812 29.719738006591797, -95.3487777709961 29.71973419189453, -95.3487777709961 29.71969223022461, -95.34879302978516 29.719690322875977, -95.34879302978516 29.719642639160156, -95.348876953125 29.719642639160156, -95.34886932373047 29.71953582763672))","{""type"":""multipolygon""}",relation
Houston,,,1699,,77004,Hermann Drive,,One Hermann Place,,,,,,,apartments,,,,,,,,,,,,,,,28359661867,1734883514,2,0,"POLYGON ((-95.38417053222656 29.720046997070312, -95.3842544555664 29.720012664794922, -95.38384246826172 29.719202041625977, -95.38307189941406 29.719465255737305, -95.38325500488281 29.719886779785156, -95.3838119506836 29.720237731933594, -95.38390350341797 29.720121383666992, -95.3838882446289 29.72011375427246, -95.3840103149414 29.72006607055664, -95.38402557373047 29.7200870513916, -95.38416290283203 29.72003173828125, -95.38417053222656 29.720046997070312), (-95.38391876220703 29.719890594482422, -95.38375854492188 29.719579696655273, -95.38340759277344 29.719707489013672, -95.38343048095703 29.71975326538086, -95.38375091552734 29.719955444335938, -95.38391876220703 29.719890594482422))","{""addr:state"":""TX"",""type"":""multipolygon""}",relation
,,,,,,,,Saint Luke the Evangelist Episcopal Church,,,,,,,yes,place_of_worship,,,,,,,,,,,,,,11147839714,1617309592,2,0,"POLYGON ((-95.35682678222656 29.720279693603516, -95.35694885253906 29.72031593322754, -95.35701751708984 29.720136642456055, -95.35690307617188 29.72010040283203, -95.35689544677734 29.72011947631836, -95.35682678222656 29.7200984954834, -95.35649871826172 29.720001220703125, -95.35648345947266 29.72003746032715, -95.35653686523438 29.72005271911621, -95.35651397705078 29.72011375427246, -95.3564682006836 29.72010040283203, -95.35645294189453 29.72014045715332, -95.35677337646484 29.720237731933594, -95.35678100585938 29.720239639282227, -95.3567886352539 29.720243453979492, -95.35682678222656 29.72025489807129, -95.3568344116211 29.720256805419922, -95.3568344116211 29.720258712768555, -95.35682678222656 29.720279693603516), (-95.35692596435547 29.72016716003418, -95.35689544677734 29.720237731933594, -95.35679626464844 29.72020721435547, -95.35682678222656 29.720138549804688, -95.35692596435547 29.72016716003418))","{""religion"":""christian"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,38776805739,1714523281,1,0,"POLYGON ((-95.37821960449219 29.721668243408203, -95.37840270996094 29.721433639526367, -95.37814331054688 29.72127914428711, -95.37796020507812 29.721513748168945, -95.37821960449219 29.721668243408203), (-95.378173828125 29.721527099609375, -95.37824249267578 29.721439361572266, -95.37818145751953 29.721403121948242, -95.37811279296875 29.72149085998535, -95.378173828125 29.721527099609375))","{""type"":""multipolygon""}",relation
Houston,US,,3847,,77204,Holman Street,,,,,,,,,stadium,,,,,,,,,,,,,,,2294216249,1736788842,6,0,"POLYGON ((-95.34827423095703 29.721410751342773, -95.34845733642578 29.721254348754883, -95.34841918945312 29.721181869506836, -95.34850311279297 29.721155166625977, -95.34858703613281 29.720911026000977, -95.34860229492188 29.72088050842285, -95.3489761352539 29.720998764038086, -95.34896850585938 29.721006393432617, -95.34900665283203 29.721017837524414, -95.34904479980469 29.721031188964844, -95.34905242919922 29.721023559570312, -95.34932708740234 29.72110939025879, -95.34932708740234 29.72112274169922, -95.34968566894531 29.721235275268555, -95.34969329833984 29.721216201782227, -95.34999084472656 29.7213077545166, -95.35001373291016 29.721315383911133, -95.35040283203125 29.721435546875, -95.35038757324219 29.721464157104492, -95.35035705566406 29.7215576171875, -95.3504409790039 29.721670150756836, -95.3504867553711 29.72173309326172, -95.35027313232422 29.721811294555664, -95.35028839111328 29.721954345703125, -95.35037231445312 29.721946716308594, -95.35037994384766 29.722023010253906, -95.35050964355469 29.722007751464844, -95.35054779052734 29.722017288208008, -95.35052490234375 29.72209358215332, -95.3505859375 29.72211456298828, -95.35039520263672 29.722564697265625, -95.35042572021484 29.722572326660156, -95.35032653808594 29.7227725982666, -95.35025787353516 29.722755432128906, -95.35029602050781 29.72264862060547, -95.35027313232422 29.722644805908203, -95.35025787353516 29.722673416137695, -95.35015869140625 29.72275733947754, -95.35002899169922 29.72263526916504, -95.34989929199219 29.722747802734375, -95.34976196289062 29.72278594970703, -95.34972381591797 29.722793579101562, -95.3497543334961 29.722875595092773, -95.34962463378906 29.7229061126709, -95.349609375 29.722904205322266, -95.34957122802734 29.722978591918945, -95.34935760498047 29.7229061126709, -95.34934997558594 29.72292137145996, -95.34909057617188 29.722837448120117, -95.34893798828125 29.72279167175293, -95.34895324707031 29.722759246826172, -95.34880828857422 29.722715377807617, -95.34879302978516 29.722749710083008, -95.34864044189453 29.72270393371582, -95.348388671875 29.722625732421875, -95.348388671875 29.722612380981445, -95.34822082519531 29.72256088256836, -95.34817504882812 29.72254753112793, -95.34820556640625 29.722471237182617, -95.34817504882812 29.722455978393555, -95.34811401367188 29.722375869750977, -95.34819793701172 29.72232437133789, -95.34809875488281 29.722204208374023, -95.34805297851562 29.721961975097656, -95.34827423095703 29.721410751342773), (-95.34961700439453 29.722463607788086, -95.34941864013672 29.72243881225586, -95.34917449951172 29.722379684448242, -95.3488998413086 29.722293853759766, -95.34854125976562 29.722150802612305, -95.34845733642578 29.72207260131836, -95.34844970703125 29.72199821472168, -95.34862518310547 29.721593856811523, -95.3486557006836 29.721532821655273, -95.34874725341797 29.721506118774414, -95.34902954101562 29.721548080444336, -95.3493423461914 29.72163200378418, -95.34967041015625 29.721755981445312, -95.3498764038086 29.721851348876953, -95.34990692138672 29.721904754638672, -95.34989929199219 29.72202491760254, -95.34976196289062 29.722379684448242, -95.34967041015625 29.722455978393555, -95.34961700439453 29.722463607788086))","{""addr:state"":""TX"",""type"":""multipolygon""}",relation
,,,,,,,,University Lofts Apartments,,University of Houston,,,,,apartments,,,,,,,,,,,,,,,10285963975,1622716146,3,0,"POLYGON ((-95.33924865722656 29.721759796142578, -95.33918762207031 29.722070693969727, -95.33914184570312 29.722063064575195, -95.3391342163086 29.722124099731445, -95.33912658691406 29.722150802612305, -95.33910369873047 29.722291946411133, -95.33912658691406 29.722291946411133, -95.33911895751953 29.72232437133789, -95.339111328125 29.722349166870117, -95.33909606933594 29.722431182861328, -95.33909606933594 29.722454071044922, -95.33908081054688 29.7225284576416, -95.33905029296875 29.722686767578125, -95.33903503417969 29.722686767578125, -95.33901977539062 29.7227840423584, -95.33892822265625 29.72275733947754, -95.33893585205078 29.72273063659668, -95.33887481689453 29.722721099853516, -95.33888244628906 29.72268295288086, -95.33882904052734 29.72267723083496, -95.33882904052734 29.72270965576172, -95.3387451171875 29.722684860229492, -95.3387451171875 29.722698211669922, -95.33824157714844 29.722545623779297, -95.33824920654297 29.7225341796875, -95.3380355834961 29.722469329833984, -95.3380355834961 29.722482681274414, -95.33794403076172 29.722455978393555, -95.33812713623047 29.72200584411621, -95.338134765625 29.721925735473633, -95.338134765625 29.721914291381836, -95.33817291259766 29.72191619873047, -95.33834075927734 29.72147560119629, -95.33924865722656 29.721759796142578), (-95.33919525146484 29.72188949584961, -95.33918762207031 29.721920013427734, -95.33917999267578 29.721975326538086, -95.33917236328125 29.72200584411621, -95.33907318115234 29.72199249267578, -95.33906555175781 29.722009658813477, -95.33899688720703 29.722000122070312, -95.3389892578125 29.7220458984375, -95.3383560180664 29.72195816040039, -95.33834838867188 29.721973419189453, -95.33831787109375 29.721973419189453, -95.3383560180664 29.72188949584961, -95.33840942382812 29.721750259399414, -95.33843231201172 29.72169303894043, -95.33842468261719 29.72168731689453, -95.33843994140625 29.721647262573242, -95.33847045898438 29.72165870666504, -95.33847045898438 29.72166633605957, -95.33861541748047 29.721710205078125, -95.33861541748047 29.72171974182129, -95.33875274658203 29.721759796142578, -95.33875274658203 29.721765518188477, -95.3387680053711 29.721771240234375, -95.33882904052734 29.72178840637207, -95.33882904052734 29.72178077697754, -95.33900451660156 29.721834182739258, -95.33911895751953 29.72187042236328, -95.33911895751953 29.72186279296875, -95.33919525146484 29.72188949584961), (-95.33898162841797 29.722152709960938, -95.3389663696289 29.72227668762207, -95.33895111083984 29.722274780273438, -95.33890533447266 29.7225341796875, -95.33891296386719 29.722532272338867, -95.33890533447266 29.722593307495117, -95.33885192871094 29.722585678100586, -95.33879852294922 29.722564697265625, -95.33879852294922 29.72255516052246, -95.33854675292969 29.72248077392578, -95.33854675292969 29.72247314453125, -95.3384780883789 29.722450256347656, -95.3384780883789 29.72245979309082, -95.33830261230469 29.722402572631836, -95.33829498291016 29.722414016723633, -95.33814239501953 29.722370147705078, -95.33816528320312 29.72232437133789, -95.33817291259766 29.722328186035156, -95.33818054199219 29.72231674194336, -95.33824920654297 29.72212791442871, -95.33826446533203 29.722091674804688, -95.33827209472656 29.722076416015625, -95.33832550048828 29.722084045410156, -95.33843994140625 29.72210121154785, -95.33843994140625 29.722108840942383, -95.33881378173828 29.722164154052734, -95.33881378173828 29.722152709960938, -95.33892822265625 29.72216796875, -95.33893585205078 29.722139358520508, -95.33898162841797 29.722152709960938))","{""apartments"":""residential"",""residential"":""university"",""type"":""multipolygon""}",relation
