addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,6810052999,1540360203,1,0,"POLYGON ((-85.73792266845703 30.1622257232666, -85.73798370361328 30.162052154541016, -85.738037109375 30.162065505981445, -85.7380599975586 30.162071228027344, -85.73806762695312 30.162057876586914, -85.73809814453125 30.162067413330078, -85.73818969726562 30.16208839416504, -85.73820495605469 30.162092208862305, -85.73820495605469 30.162105560302734, -85.73819732666016 30.162111282348633, -85.73825073242188 30.162124633789062, -85.73831939697266 30.162141799926758, -85.73834228515625 30.162145614624023, -85.73833465576172 30.162158966064453, -85.73833465576172 30.162181854248047, -85.73837280273438 30.16219139099121, -85.73841094970703 30.162199020385742, -85.73839569091797 30.162240982055664, -85.73834991455078 30.162378311157227, -85.7381362915039 30.162324905395508, -85.73814392089844 30.16230583190918, -85.73799896240234 30.16227149963379, -85.73800659179688 30.16224479675293, -85.73792266845703 30.1622257232666), (-85.73826599121094 30.162208557128906, -85.73826599121094 30.162195205688477, -85.73823547363281 30.162187576293945, -85.73823547363281 30.162200927734375, -85.73826599121094 30.162208557128906), (-85.73812866210938 30.162155151367188, -85.73812866210938 30.162141799926758, -85.73809814453125 30.162134170532227, -85.73809814453125 30.162147521972656, -85.73812866210938 30.162155151367188), (-85.73806762695312 30.162139892578125, -85.73807525634766 30.162128448486328, -85.73804473876953 30.162120819091797, -85.738037109375 30.162132263183594, -85.73806762695312 30.162139892578125), (-85.73818969726562 30.162155151367188, -85.7381591796875 30.162147521972656, -85.73815155029297 30.162160873413086, -85.7381820678711 30.162166595458984, -85.73818969726562 30.162155151367188), (-85.73820495605469 30.162193298339844, -85.73821258544922 30.162181854248047, -85.7381820678711 30.16217613220215, -85.7381820678711 30.162187576293945, -85.73820495605469 30.162193298339844), (-85.73831176757812 30.162206649780273, -85.73828887939453 30.162202835083008, -85.73828887939453 30.162214279174805, -85.73831176757812 30.162220001220703, -85.73831176757812 30.162206649780273))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,6801209074,1540360203,1,0,"POLYGON ((-85.73870582580567 30.162245655059813, -85.73870849609375 30.162240982055664, -85.73875427246094 30.16224479675293, -85.73883056640625 30.162250518798828, -85.73885345458984 30.16225242614746, -85.73885345458984 30.16226577758789, -85.73884582519531 30.162317276000977, -85.73881530761719 30.162315368652344, -85.73881530761719 30.162328720092773, -85.73884582519531 30.162330627441406, -85.73885345458984 30.162290573120117, -85.73885345458984 30.162277221679688, -85.73889923095703 30.162281036376953, -85.73898315429688 30.16228675842285, -85.73899841308594 30.162288665771484, -85.73899841308594 30.162302017211914, -85.7389907836914 30.162353515625, -85.73896026611328 30.162351608276367, -85.73896026611328 30.162363052368164, -85.7389907836914 30.16236686706543, -85.73899841308594 30.1623477935791, -85.7390365600586 30.162351608276367, -85.73907470703125 30.162355422973633, -85.73905944824219 30.162534713745117, -85.73897552490234 30.16252899169922, -85.73897552490234 30.162508010864258, -85.73883056640625 30.16249656677246, -85.73883056640625 30.162473678588867, -85.73868560791016 30.162460327148438, -85.73868560791016 30.16243553161621, -85.73853302001953 30.16242218017578, -85.73854064941406 30.16239356994629, -85.73845672607422 30.16238784790039, -85.73847198486328 30.162206649780273, -85.73855590820312 30.162214279174805, -85.73855590820312 30.162202835083008, -85.73861694335938 30.162206649780273, -85.73867797851562 30.162212371826172, -85.73870849609375 30.162214279174805, -85.73870849609375 30.162227630615234, -85.73870582580567 30.162245655059813), (-85.73870086669922 30.16227912902832, -85.7386703491211 30.162277221679688, -85.7386703491211 30.162290573120117, -85.73870086669922 30.16229248046875, -85.73870086669922 30.16227912902832), (-85.73857879638672 30.162282943725586, -85.73858642578125 30.162269592285156, -85.73855590820312 30.162267684936523, -85.7385482788086 30.162281036376953, -85.73857879638672 30.162282943725586), (-85.73863983154297 30.16228675842285, -85.73863983154297 30.162275314331055, -85.73860931396484 30.16227149963379, -85.73860931396484 30.16228485107422, -85.73863983154297 30.16228675842285), (-85.73873138427734 30.162321090698242, -85.73873138427734 30.162307739257812, -85.73870086669922 30.16230583190918, -85.73870086669922 30.16231918334961, -85.73873138427734 30.162321090698242), (-85.73878479003906 30.16232681274414, -85.7387924194336 30.16231346130371, -85.73875427246094 30.162309646606445, -85.73875427246094 30.162322998046875, -85.73878479003906 30.16232681274414), (-85.73887634277344 30.162357330322266, -85.73887634277344 30.162343978881836, -85.73884582519531 30.162342071533203, -85.73884582519531 30.162353515625, -85.73887634277344 30.162357330322266), (-85.73893737792969 30.16236114501953, -85.73893737792969 30.162349700927734, -85.73890686035156 30.16234588623047, -85.73889923095703 30.1623592376709, -85.73893737792969 30.16236114501953))","{""type"":""multipolygon""}",relation
Springfield,,,3806,,32401,East 8th Street,,,,,,,,yes,,,,,,,,,,,,,,,,7332005715,1540485671,1,0,"POLYGON ((-85.61126708984375 30.163833618164062, -85.61119079589844 30.16374397277832, -85.61121368408203 30.163724899291992, -85.61117553710938 30.1636905670166, -85.61126708984375 30.16361427307129, -85.61134338378906 30.163679122924805, -85.61138153076172 30.163719177246094, -85.61139678955078 30.16370964050293, -85.61150360107422 30.163789749145508, -85.61137390136719 30.16391372680664, -85.61126708984375 30.163833618164062))","{""type"":""multipolygon""}",relation
Panama City,,,903,,32401,Harrison Avenue,,Antique Cottage,,,,,,yes,,,,,,,,,,,,antiques,,,,5740035282,1662885972,2,0,"POLYGON ((-85.66046905517578 30.164649963378906, -85.66046905517578 30.16457748413086, -85.66046905517578 30.1644344329834, -85.66058349609375 30.164432525634766, -85.66058349609375 30.164485931396484, -85.66065979003906 30.16448402404785, -85.66075134277344 30.16448402404785, -85.66075134277344 30.164459228515625, -85.66079711914062 30.164459228515625, -85.66079711914062 30.16448402404785, -85.66085815429688 30.16448211669922, -85.66085815429688 30.164663314819336, -85.66065979003906 30.164663314819336, -85.66065979003906 30.164648056030273, -85.66046905517578 30.164649963378906), (-85.66065979003906 30.164533615112305, -85.66058349609375 30.164533615112305, -85.66058349609375 30.164575576782227, -85.66065979003906 30.164575576782227, -85.66065979003906 30.164533615112305))","{""type"":""multipolygon""}",relation
Panama City Beach,,,449,,32408,Water Oak Circle,,,,,,,,yes,,,,,,,,,,,,,,,,78080204570,1646945051,1,0,"MULTIPOLYGON (((-85.76873779296875 30.164875030517578, -85.76876068115234 30.1648006439209, -85.76895904541016 30.164838790893555, -85.7689437866211 30.164913177490234, -85.76873779296875 30.164875030517578)), ((-85.76873779296875 30.164875030517578, -85.76874542236328 30.164894104003906, -85.76869201660156 30.164894104003906, -85.76869201660156 30.164840698242188, -85.76873779296875 30.164838790893555, -85.76873779296875 30.164875030517578)))","{""type"":""multipolygon""}",relation
Panama City Beach,,,8401,,32408,North Lagoon Drive,,,,,,,,yes,,,,,,,,,,,,,,,,5616262599,1540253685,1,0,"MULTIPOLYGON (((-85.77836608886719 30.16583251953125, -85.7782974243164 30.165842056274414, -85.77828979492188 30.165803909301758, -85.77828979492188 30.165803909301758, -85.77835845947266 30.165794372558594, -85.77836608886719 30.16583251953125)), ((-85.77831268310547 30.165945053100586, -85.7782974243164 30.165842056274414, -85.77840423583984 30.165828704833984, -85.77840423583984 30.16579818725586, -85.7784652709961 30.16579246520996, -85.7784652709961 30.165822982788086, -85.7784652709961 30.165822982788086, -85.77847290039062 30.16585922241211, -85.77848815917969 30.165857315063477, -85.77854919433594 30.165849685668945, -85.77855682373047 30.16590118408203, -85.77848052978516 30.165910720825195, -85.77848052978516 30.165910720825195, -85.77848052978516 30.165924072265625, -85.7784194946289 30.165931701660156, -85.7784194946289 30.165945053100586, -85.77837371826172 30.165952682495117, -85.77836608886719 30.165937423706055, -85.77831268310547 30.165945053100586)))","{""type"":""multipolygon""}",relation
Panama City Beach,,,2619,,32408,Willow Oak Court,,,,,,,,yes,,,,,,,,,,,,,,,,5572058693,1540252445,1,0,"POLYGON ((-85.76641082763672 30.16598892211914, -85.76634216308594 30.16598892211914, -85.76634216308594 30.166030883789062, -85.7663803100586 30.16602897644043, -85.76638793945312 30.166122436523438, -85.76634216308594 30.16612434387207, -85.76626586914062 30.166126251220703, -85.76626586914062 30.16610336303711, -85.7662353515625 30.16610336303711, -85.7662353515625 30.165973663330078, -85.7662582397461 30.165973663330078, -85.7662582397461 30.165956497192383, -85.76634216308594 30.16595458984375, -85.76634216308594 30.165945053100586, -85.76641082763672 30.165945053100586, -85.76641082763672 30.16598892211914))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,7314308728,1540484765,1,0,"POLYGON ((-85.6219253540039 30.16606903076172, -85.6219253540039 30.165969848632812, -85.62206268310547 30.16596794128418, -85.6220932006836 30.16596794128418, -85.62222290039062 30.16596794128418, -85.62222290039062 30.16596794128418, -85.62222290039062 30.166067123413086, -85.62223052978516 30.166135787963867, -85.6219253540039 30.1661376953125, -85.6219253540039 30.16606903076172), (-85.6220932006836 30.16606903076172, -85.6220932006836 30.16602897644043, -85.62206268310547 30.16602897644043, -85.62206268310547 30.16606903076172, -85.6220932006836 30.16606903076172))","{""type"":""multipolygon""}",relation
Springfield,,,1000,,32401,School Avenue,,Rutherford High School,,,,,,school,,,,,,,,,,,,,,,,7323157219,1540485116,1,0,"POLYGON ((-85.61467742919922 30.16729736328125, -85.61467742919922 30.167224884033203, -85.61481475830078 30.167224884033203, -85.61490631103516 30.167224884033203, -85.61490631103516 30.167116165161133, -85.614501953125 30.167118072509766, -85.614501953125 30.166894912719727, -85.61492156982422 30.166893005371094, -85.61492156982422 30.166820526123047, -85.61443328857422 30.16682243347168, -85.61443328857422 30.16658592224121, -85.61492156982422 30.166584014892578, -85.61492156982422 30.16656494140625, -85.61491394042969 30.16656494140625, -85.61491394042969 30.166513442993164, -85.61445617675781 30.166515350341797, -85.61445617675781 30.166292190551758, -85.61492156982422 30.166292190551758, -85.61492156982422 30.166269302368164, -85.61490631103516 30.166269302368164, -85.61490631103516 30.16628074645996, -85.6146011352539 30.16628074645996, -85.6146011352539 30.166271209716797, -85.6146011352539 30.166217803955078, -85.6146011352539 30.166152954101562, -85.61457061767578 30.166152954101562, -85.61457061767578 30.166086196899414, -85.61444854736328 30.166086196899414, -85.61444854736328 30.1658878326416, -85.61456298828125 30.1658878326416, -85.61456298828125 30.165864944458008, -85.6143798828125 30.165864944458008, -85.6143798828125 30.165842056274414, -85.6143798828125 30.165559768676758, -85.6143798828125 30.165477752685547, -85.61431884765625 30.165477752685547, -85.61431884765625 30.165420532226562, -85.61431884765625 30.165342330932617, -85.6145248413086 30.165342330932617, -85.6145248413086 30.165279388427734, -85.61446380615234 30.165279388427734, -85.61445617675781 30.164794921875, -85.6145248413086 30.164794921875, -85.61463928222656 30.164793014526367, -85.61463165283203 30.16476058959961, -85.6147689819336 30.16476058959961, -85.6147689819336 30.16473960876465, -85.61481475830078 30.16473960876465, -85.61481475830078 30.164716720581055, -85.61495208740234 30.164716720581055, -85.61495971679688 30.16476058959961, -85.61506652832031 30.16476058959961, -85.61506652832031 30.164793014526367, -85.61506652832031 30.165081024169922, -85.61503601074219 30.165082931518555, -85.61503601074219 30.165250778198242, -85.61483764648438 30.165250778198242, -85.61483764648438 30.165340423583984, -85.61483764648438 30.16541862487793, -85.61485290527344 30.16541862487793, -85.61485290527344 30.165559768676758, -85.61492156982422 30.165559768676758, -85.61492156982422 30.165542602539062, -85.61493682861328 30.165542602539062, -85.61495208740234 30.165542602539062, -85.6153564453125 30.16554069519043, -85.6153793334961 30.165517807006836, -85.61540985107422 30.165517807006836, -85.61540985107422 30.16513442993164, -85.61556243896484 30.16513442993164, -85.61556243896484 30.16506004333496, -85.6155776977539 30.16506004333496, -85.6155776977539 30.16502571105957, -85.6157455444336 30.16502571105957, -85.6157455444336 30.165058135986328, -85.61579895019531 30.165058135986328, -85.61579895019531 30.165132522583008, -85.61579895019531 30.165178298950195, -85.61583709716797 30.165178298950195, -85.61583709716797 30.165233612060547, -85.61585235595703 30.165233612060547, -85.61585235595703 30.165271759033203, -85.61585998535156 30.16529655456543, -85.6158676147461 30.16532325744629, -85.6158676147461 30.16534996032715, -85.61585998535156 30.165376663208008, -85.61585235595703 30.165401458740234, -85.61585235595703 30.165430068969727, -85.61583709716797 30.165430068969727, -85.61583709716797 30.165475845336914, -85.61580657958984 30.165477752685547, -85.61580657958984 30.16554069519043, -85.61580657958984 30.165546417236328, -85.61580657958984 30.165569305419922, -85.61559295654297 30.165569305419922, -85.61559295654297 30.165546417236328, -85.61540985107422 30.16554832458496, -85.61540985107422 30.165565490722656, -85.61495208740234 30.16556739807129, -85.61495971679688 30.16606330871582, -85.61540222167969 30.166061401367188, -85.61540222167969 30.166080474853516, -85.61543273925781 30.166080474853516, -85.61543273925781 30.166362762451172, -85.61553955078125 30.166362762451172, -85.61553192138672 30.166318893432617, -85.6155014038086 30.166318893432617, -85.6155014038086 30.166349411010742, -85.61544799804688 30.166349411010742, -85.61544799804688 30.166318893432617, -85.61544799804688 30.166257858276367, -85.61553192138672 30.166257858276367, -85.61571502685547 30.166257858276367, -85.6158676147461 30.166255950927734, -85.61588287353516 30.166255950927734, -85.61593627929688 30.166255950927734, -85.61593627929688 30.16629981994629, -85.61599731445312 30.16629981994629, -85.61602783203125 30.16629981994629, -85.61603546142578 30.1664981842041, -85.61599731445312 30.1664981842041, -85.61599731445312 30.16655731201172, -85.61593627929688 30.16655731201172, -85.61593627929688 30.166568756103516, -85.61611938476562 30.166566848754883, -85.61611938476562 30.166366577148438, -85.61616516113281 30.166366577148438, -85.61616516113281 30.166566848754883, -85.61616516113281 30.16661262512207, -85.61616516113281 30.166677474975586, -85.61616516113281 30.166786193847656, -85.61614227294922 30.166786193847656, -85.61614227294922 30.167343139648438, -85.61603546142578 30.167343139648438, -85.61603546142578 30.167369842529297, -85.61591339111328 30.167369842529297, -85.61591339111328 30.167343139648438, -85.61589050292969 30.167343139648438, -85.61588287353516 30.167266845703125, -85.61582946777344 30.167266845703125, -85.61583709716797 30.16739273071289, -85.61560821533203 30.16739273071289, -85.61560821533203 30.16737937927246, -85.61544036865234 30.16737937927246, -85.61543273925781 30.167224884033203, -85.61540222167969 30.167226791381836, -85.61540222167969 30.167116165161133, -85.61495208740234 30.167116165161133, -85.61495208740234 30.16722297668457, -85.61495208740234 30.16729736328125, -85.61495208740234 30.167449951171875, -85.61491394042969 30.167449951171875, -85.61491394042969 30.16729736328125, -85.61490631103516 30.16729736328125, -85.61481475830078 30.16729736328125, -85.61467742919922 30.16729736328125), (-85.61585998535156 30.16689109802246, -85.61585998535156 30.1671142578125, -85.61543273925781 30.167116165161133, -85.61543273925781 30.167211532592773, -85.61560821533203 30.167211532592773, -85.61582946777344 30.167211532592773, -85.61588287353516 30.16720962524414, -85.61588287353516 30.16712188720703, -85.6158676147461 30.16712188720703, -85.6158676147461 30.166826248168945, -85.61585998535156 30.166826248168945, -85.61585235595703 30.166826248168945, -85.61583709716797 30.166824340820312, -85.61582946777344 30.166820526123047, -85.6158218383789 30.16681480407715, -85.61581420898438 30.16680908203125, -85.61580657958984 30.16680145263672, -85.61579895019531 30.166793823242188, -85.61579895019531 30.166784286499023, -85.61578369140625 30.166784286499023, -85.61578369140625 30.166749954223633, -85.61579895019531 30.166749954223633, -85.61579895019531 30.16674041748047, -85.61580657958984 30.166732788085938, -85.61581420898438 30.166725158691406, -85.6158218383789 30.166717529296875, -85.61583709716797 30.16671371459961, -85.6158447265625 30.166709899902344, -85.61585998535156 30.16670799255371, -85.6158676147461 30.16670799255371, -85.6158676147461 30.166624069213867, -85.61571502685547 30.166624069213867, -85.61571502685547 30.166606903076172, -85.61553955078125 30.166608810424805, -85.61543273925781 30.166608810424805, -85.61543273925781 30.16689109802246, -85.61585998535156 30.16689109802246), (-85.61540222167969 30.166818618774414, -85.61495208740234 30.166820526123047, -85.61495208740234 30.166893005371094, -85.61540222167969 30.166893005371094, -85.61540222167969 30.166818618774414), (-85.61540222167969 30.166215896606445, -85.61495971679688 30.166217803955078, -85.61495971679688 30.166269302368164, -85.61495971679688 30.166292190551758, -85.61540222167969 30.166290283203125, -85.61540222167969 30.166215896606445), (-85.61538696289062 30.16657257080078, -85.61538696289062 30.166521072387695, -85.61493682861328 30.166521072387695, -85.61493682861328 30.16657257080078, -85.61538696289062 30.16657257080078), (-85.61593627929688 30.166614532470703, -85.61593627929688 30.166624069213867, -85.61590576171875 30.166624069213867, -85.61590576171875 30.16667938232422, -85.61611938476562 30.166677474975586, -85.61611938476562 30.16661262512207, -85.61593627929688 30.166614532470703))","{""type"":""multipolygon""}",relation
Panama City,,,810,,32401,East 10th Street,,,,,,,,yes,,,,,,,,,,,,,,,,7270066506,1540483320,1,0,"MULTIPOLYGON (((-85.64822387695312 30.166271209716797, -85.64822387695312 30.166215896606445, -85.64822387695312 30.16619873046875, -85.64820098876953 30.16619873046875, -85.64820098876953 30.166004180908203, -85.64822387695312 30.166004180908203, -85.64826965332031 30.166004180908203, -85.64826965332031 30.166215896606445, -85.64830017089844 30.166215896606445, -85.64830017089844 30.16611099243164, -85.64838409423828 30.16611099243164, -85.64838409423828 30.166215896606445, -85.64838409423828 30.16627311706543, -85.64822387695312 30.166271209716797)), ((-85.64823150634766 30.165992736816406, -85.64823150634766 30.16594886779785, -85.64826202392578 30.165950775146484, -85.64825439453125 30.165992736816406, -85.64823150634766 30.165992736816406)))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,7287763346,1540484151,1,0,"POLYGON ((-85.64098358154297 30.16707992553711, -85.64097595214844 30.16700553894043, -85.64093017578125 30.167007446289062, -85.64069366455078 30.16678237915039, -85.64069366455078 30.166664123535156, -85.64032745361328 30.166667938232422, -85.64032745361328 30.166627883911133, -85.64032745361328 30.166488647460938, -85.64025115966797 30.166488647460938, -85.64025115966797 30.16667938232422, -85.63998413085938 30.16668128967285, -85.63998413085938 30.16649055480957, -85.63998413085938 30.16644859313965, -85.63997650146484 30.16629409790039, -85.63997650146484 30.166215896606445, -85.64019775390625 30.166213989257812, -85.64019012451172 30.16611099243164, -85.64025115966797 30.166109085083008, -85.64025115966797 30.16607666015625, -85.64038848876953 30.16607666015625, -85.640380859375 30.16575050354004, -85.64043426513672 30.16575050354004, -85.64043426513672 30.16571807861328, -85.64059448242188 30.16571617126465, -85.64059448242188 30.16566276550293, -85.64065551757812 30.16566276550293, -85.64065551757812 30.16571617126465, -85.64069366455078 30.16571617126465, -85.64069366455078 30.165632247924805, -85.6406021118164 30.165632247924805, -85.64033508300781 30.165634155273438, -85.64033508300781 30.165332794189453, -85.6404037475586 30.165332794189453, -85.6404037475586 30.165300369262695, -85.6404037475586 30.165300369262695, -85.6404037475586 30.165292739868164, -85.64021301269531 30.165294647216797, -85.64021301269531 30.165258407592773, -85.6404037475586 30.16525650024414, -85.6405029296875 30.16525650024414, -85.6408920288086 30.165252685546875, -85.64091491699219 30.165252685546875, -85.64092254638672 30.16561508178711, -85.6409912109375 30.16561508178711, -85.6409912109375 30.165512084960938, -85.64116668701172 30.165510177612305, -85.64116668701172 30.16544532775879, -85.64126586914062 30.16544532775879, -85.64126586914062 30.165302276611328, -85.64126586914062 30.165258407592773, -85.64134979248047 30.165258407592773, -85.64144134521484 30.165300369262695, -85.64144134521484 30.165443420410156, -85.64144134521484 30.165569305419922, -85.64131164550781 30.165571212768555, -85.64131927490234 30.165742874145508, -85.64136505126953 30.165742874145508, -85.64137268066406 30.166515350341797, -85.64128875732422 30.166515350341797, -85.64128875732422 30.166566848754883, -85.64128875732422 30.16660499572754, -85.64136505126953 30.16660499572754, -85.64136505126953 30.166709899902344, -85.64128875732422 30.166709899902344, -85.64129638671875 30.166889190673828, -85.64147186279297 30.166887283325195, -85.64147186279297 30.16707420349121, -85.64098358154297 30.16707992553711), (-85.6412353515625 30.166889190673828, -85.6412353515625 30.166730880737305, -85.6407699584961 30.16673469543457, -85.64073181152344 30.16673469543457, -85.64073181152344 30.166664123535156, -85.6407241821289 30.166664123535156, -85.6407241821289 30.166765213012695, -85.64093780517578 30.16696548461914, -85.64097595214844 30.16696548461914, -85.64097595214844 30.16689109802246, -85.6412353515625 30.166889190673828), (-85.64070129394531 30.1666316986084, -85.64070129394531 30.166479110717773, -85.64064025878906 30.166479110717773, -85.64064025878906 30.1666316986084, -85.64070129394531 30.1666316986084), (-85.6407241821289 30.166473388671875, -85.6407241821289 30.1666259765625, -85.64073181152344 30.166624069213867, -85.64073181152344 30.16657066345215, -85.6407699584961 30.16657066345215, -85.6412353515625 30.166566848754883, -85.64122772216797 30.166515350341797, -85.64114379882812 30.16651725769043, -85.64114379882812 30.166269302368164, -85.6410903930664 30.166269302368164, -85.6410903930664 30.166257858276367, -85.6410903930664 30.16620445251465, -85.64102935791016 30.166126251220703, -85.6409912109375 30.166128158569336, -85.64099884033203 30.166309356689453, -85.64075469970703 30.166311264038086, -85.64075469970703 30.166400909423828, -85.64075469970703 30.166473388671875, -85.6407241821289 30.166473388671875), (-85.64035034179688 30.166446685791016, -85.64035034179688 30.16631507873535, -85.640625 30.16631317138672, -85.64063262939453 30.16640281677246, -85.64070129394531 30.166400909423828, -85.64069366455078 30.166208267211914, -85.64044189453125 30.166210174560547, -85.64044189453125 30.16617774963379, -85.64025115966797 30.16617774963379, -85.64025115966797 30.166213989257812, -85.64024353027344 30.166213989257812, -85.64024353027344 30.166292190551758, -85.64025115966797 30.166446685791016, -85.64032745361328 30.166446685791016, -85.64035034179688 30.166446685791016), (-85.64112854003906 30.166183471679688, -85.64114379882812 30.16620445251465, -85.64114379882812 30.16620445251465, -85.64114379882812 30.166126251220703, -85.64108276367188 30.166126251220703, -85.64112854003906 30.166183471679688), (-85.64112091064453 30.16620445251465, -85.64112091064453 30.166202545166016, -85.64110565185547 30.166202545166016, -85.64110565185547 30.166196823120117, -85.64109802246094 30.16619873046875, -85.64109802246094 30.16620445251465, -85.64112091064453 30.16620445251465), (-85.6407699584961 30.166105270385742, -85.64076232910156 30.165842056274414, -85.64057922363281 30.165843963623047, -85.64058685302734 30.166074752807617, -85.64071655273438 30.166072845458984, -85.64071655273438 30.166105270385742, -85.6407699584961 30.166105270385742), (-85.64105987548828 30.165821075439453, -85.64105987548828 30.16607666015625, -85.64114379882812 30.166074752807617, -85.6411361694336 30.165821075439453, -85.64105987548828 30.165821075439453), (-85.64076232910156 30.165746688842773, -85.64076232910156 30.165733337402344, -85.64090728759766 30.16573143005371, -85.64090728759766 30.165653228759766, -85.6408920288086 30.165653228759766, -85.6408920288086 30.165637969970703, -85.6407241821289 30.165639877319336, -85.6407241821289 30.165714263916016, -85.64073181152344 30.165748596191406, -85.64076232910156 30.165746688842773), (-85.6408920288086 30.165328979492188, -85.6408920288086 30.1652889251709, -85.6405029296875 30.16529083251953, -85.6405029296875 30.165298461914062, -85.6405029296875 30.165332794189453, -85.64059448242188 30.16533088684082, -85.64068603515625 30.16533088684082, -85.6407241821289 30.16533088684082, -85.6408920288086 30.165328979492188))","{""type"":""multipolygon""}",relation
Panama City,,,1025,,32401,Redwood Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7296611787,1540484151,1,0,"POLYGON ((-85.6379165649414 30.167137145996094, -85.63790893554688 30.16691780090332, -85.63788604736328 30.16691780090332, -85.63788604736328 30.166826248168945, -85.63788604736328 30.166709899902344, -85.63822937011719 30.16670799255371, -85.63822937011719 30.166704177856445, -85.63832092285156 30.166704177856445, -85.63832092285156 30.166706085205078, -85.63834381103516 30.166706085205078, -85.63834381103516 30.16659927368164, -85.6378402709961 30.166603088378906, -85.63783264160156 30.16649055480957, -85.63834381103516 30.166486740112305, -85.63834381103516 30.166400909423828, -85.63784790039062 30.166404724121094, -85.63784790039062 30.166316986083984, -85.63813018798828 30.16631507873535, -85.63813018798828 30.166271209716797, -85.6380615234375 30.166271209716797, -85.6380615234375 30.166181564331055, -85.6381607055664 30.166179656982422, -85.6381607055664 30.166271209716797, -85.6381607055664 30.16631317138672, -85.63829040527344 30.16631317138672, -85.63829040527344 30.1662654876709, -85.63821411132812 30.1662654876709, -85.63821411132812 30.16619110107422, -85.63831329345703 30.16619110107422, -85.63831329345703 30.1662654876709, -85.63831329345703 30.16631317138672, -85.63833618164062 30.16631317138672, -85.63833618164062 30.16608238220215, -85.63837432861328 30.16608238220215, -85.63837432861328 30.16604995727539, -85.63870239257812 30.166046142578125, -85.63871002197266 30.166231155395508, -85.63838195800781 30.16623306274414, -85.63838195800781 30.166297912597656, -85.63890075683594 30.16629409790039, -85.63890075683594 30.16631507873535, -85.63898468017578 30.16631317138672, -85.63898468017578 30.166217803955078, -85.63877868652344 30.16621971130371, -85.6387710571289 30.165971755981445, -85.63898468017578 30.165969848632812, -85.63919067382812 30.16596794128418, -85.63919830322266 30.166383743286133, -85.63898468017578 30.166385650634766, -85.63898468017578 30.166337966918945, -85.63890075683594 30.166337966918945, -85.63890075683594 30.16640281677246, -85.63838195800781 30.166406631469727, -85.63838195800781 30.166505813598633, -85.63890075683594 30.166500091552734, -85.63890075683594 30.166595458984375, -85.63838195800781 30.166601181030273, -85.63838195800781 30.166709899902344, -85.63888549804688 30.166706085205078, -85.63888549804688 30.16680145263672, -85.63838958740234 30.166805267333984, -85.63838958740234 30.166915893554688, -85.6388931274414 30.166912078857422, -85.6388931274414 30.167001724243164, -85.63851165771484 30.16700553894043, -85.63851165771484 30.16705322265625, -85.63846588134766 30.16705322265625, -85.63846588134766 30.16700553894043, -85.63838958740234 30.167007446289062, -85.63838958740234 30.16704750061035, -85.63835144042969 30.16704750061035, -85.63835144042969 30.167133331298828, -85.6379165649414 30.167137145996094), (-85.63800048828125 30.166906356811523, -85.63800048828125 30.166826248168945, -85.63795471191406 30.166826248168945, -85.63795471191406 30.166908264160156, -85.63800048828125 30.166906356811523), (-85.63807678222656 30.16683006286621, -85.63807678222656 30.166912078857422, -85.63822174072266 30.16691017150879, -85.63822174072266 30.166828155517578, -85.63807678222656 30.16683006286621), (-85.63832092285156 30.166828155517578, -85.6383285522461 30.166908264160156, -85.63834381103516 30.166908264160156, -85.63834381103516 30.166828155517578, -85.63832092285156 30.166828155517578))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,7305460257,1540484765,1,0,"POLYGON ((-85.62269592285156 30.166624069213867, -85.62269592285156 30.166597366333008, -85.62269592285156 30.166479110717773, -85.62276458740234 30.166479110717773, -85.62288665771484 30.16647720336914, -85.62288665771484 30.166481018066406, -85.62288665771484 30.166595458984375, -85.62288665771484 30.166622161865234, -85.62288665771484 30.1667423248291, -85.62269592285156 30.166744232177734, -85.62269592285156 30.166624069213867), (-85.62281799316406 30.166622161865234, -85.62281799316406 30.166597366333008, -85.62276458740234 30.166597366333008, -85.62276458740234 30.166624069213867, -85.62281799316406 30.166622161865234))","{""type"":""multipolygon""}",relation
