addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,building,amenity,building:levels,building:material,craft,height,internet_access,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type,ref,landuse,building:flats
Fayetteville,US,1021 West Sycamore Street,1021,,72703,West Sycamore Street,,Trinity United Methodist Church,,,+1 479 575 9500,https://trinityumcfayetteville.com/,church,place_of_worship,,,,,,,,,,,3871072475,1715673459,4,0,"POLYGON ((-94.17462158203125 36.08458709716797, -94.17461395263672 36.0845832824707, -94.17461395263672 36.08461380004883, -94.17444610595703 36.08460998535156, -94.17444610595703 36.08464050292969, -94.17442321777344 36.08464050292969, -94.17442321777344 36.08467102050781, -94.17438507080078 36.08467102050781, -94.17438507080078 36.08467483520508, -94.17430877685547 36.08467102050781, -94.17430877685547 36.08466720581055, -94.17427825927734 36.08466720581055, -94.17427825927734 36.084651947021484, -94.17425537109375 36.084651947021484, -94.17425537109375 36.084659576416016, -94.1741943359375 36.084659576416016, -94.1741943359375 36.084651947021484, -94.1741714477539 36.08464813232422, -94.1741714477539 36.08466339111328, -94.17413330078125 36.08466339111328, -94.17413330078125 36.08466720581055, -94.1740493774414 36.08466339111328, -94.1740493774414 36.08466339111328, -94.17401123046875 36.084659576416016, -94.17401123046875 36.08462142944336, -94.17400360107422 36.084617614746094, -94.17400360107422 36.084590911865234, -94.17401885986328 36.084590911865234, -94.17402648925781 36.08439254760742, -94.17401123046875 36.084388732910156, -94.17401123046875 36.0843620300293, -94.17402648925781 36.0843620300293, -94.17402648925781 36.08430099487305, -94.17424774169922 36.08430862426758, -94.17424774169922 36.084293365478516, -94.1742935180664 36.08429718017578, -94.1742935180664 36.08430862426758, -94.1744384765625 36.084312438964844, -94.17443084716797 36.084476470947266, -94.17453002929688 36.08448028564453, -94.17453002929688 36.084468841552734, -94.17459869384766 36.084468841552734, -94.17459869384766 36.084495544433594, -94.17461395263672 36.084495544433594, -94.17461395263672 36.08452224731445, -94.17462921142578 36.08452224731445, -94.17462158203125 36.08458709716797), (-94.17417907714844 36.084434509277344, -94.1741714477539 36.084590911865234, -94.17427825927734 36.0845947265625, -94.17428588867188 36.08443832397461, -94.17417907714844 36.084434509277344))","{""addr:state"":""AR"",""denomination"":""methodist"",""ele"":""394"",""gnis:feature_id"":""65467"",""religion"":""christian"",""service_times"":""Su 11:00"",""type"":""multipolygon""}",relation,,,
,,,,,,,,A,,,,,apartments,,,,,,,,,,,,3898949160,1503893940,2,0,"POLYGON ((-94.17042541503906 36.086238861083984, -94.16983032226562 36.08622741699219, -94.16984558105469 36.08586883544922, -94.1698989868164 36.08586883544922, -94.1698989868164 36.08584976196289, -94.16992950439453 36.085853576660156, -94.16992950439453 36.08586883544922, -94.1704330444336 36.085880279541016, -94.17042541503906 36.086238861083984), (-94.16996765136719 36.085975646972656, -94.16996765136719 36.086124420166016, -94.17029571533203 36.08613204956055, -94.17030334472656 36.08598327636719, -94.16996765136719 36.085975646972656))","{""type"":""multipolygon""}",relation,,,
Fayetteville,US,2619 North Quality Lane,2619,,72703,North Quality Lane,,,,,,,apartments,,,,,,,,,,,,4103294878,1490475531,1,0,"POLYGON ((-94.16510772705078 36.09959030151367, -94.16496276855469 36.099586486816406, -94.16496276855469 36.09957504272461, -94.16419219970703 36.09955978393555, -94.1642074584961 36.09917449951172, -94.16449737548828 36.099178314208984, -94.16449737548828 36.09921646118164, -94.16455078125 36.099220275878906, -94.16455078125 36.099151611328125, -94.16452026367188 36.099151611328125, -94.16452026367188 36.09910583496094, -94.16455078125 36.09910583496094, -94.16455078125 36.09909439086914, -94.16468048095703 36.099098205566406, -94.16468811035156 36.09904098510742, -94.16455078125 36.099037170410156, -94.16455078125 36.09899139404297, -94.16453552246094 36.09899139404297, -94.16453552246094 36.09897232055664, -94.16455078125 36.09897232055664, -94.16455841064453 36.0988655090332, -94.16504669189453 36.098873138427734, -94.16504669189453 36.09899139404297, -94.16499328613281 36.09899139404297, -94.16499328613281 36.0990104675293, -94.16508483886719 36.0990104675293, -94.16508483886719 36.0989990234375, -94.16510009765625 36.0989990234375, -94.16510009765625 36.09901428222656, -94.16512298583984 36.09901428222656, -94.16510772705078 36.09959030151367), (-94.16471862792969 36.099002838134766, -94.16471099853516 36.09929656982422, -94.16451263427734 36.09929275512695, -94.16451263427734 36.09931564331055, -94.16436767578125 36.09931182861328, -94.16436767578125 36.09942626953125, -94.16494750976562 36.09943771362305, -94.16496276855469 36.0990104675293, -94.16471862792969 36.099002838134766))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,2650 North Young Avenue,2650,,72704,North Young Avenue,,Food Science Building,,,,,university,,,,,,,,,,,,4110403528,1490499032,2,0,"POLYGON ((-94.17328643798828 36.09981155395508, -94.17327117919922 36.09981155395508, -94.17326354980469 36.09984588623047, -94.17327117919922 36.09984588623047, -94.17326354980469 36.09994888305664, -94.17300415039062 36.09994125366211, -94.17300415039062 36.099979400634766, -94.17326354980469 36.09998321533203, -94.17326354980469 36.10008239746094, -94.1730728149414 36.10007858276367, -94.1730728149414 36.10013961791992, -94.17302703857422 36.10013961791992, -94.17302703857422 36.100101470947266, -94.17288970947266 36.10009765625, -94.17288970947266 36.10017776489258, -94.17274475097656 36.10017395019531, -94.17276763916016 36.09965133666992, -94.17274475097656 36.09965133666992, -94.17274475097656 36.09962463378906, -94.1727523803711 36.09962463378906, -94.1727523803711 36.09959030151367, -94.17276763916016 36.09959030151367, -94.17276763916016 36.09946823120117, -94.1731948852539 36.0994758605957, -94.17318725585938 36.09959030151367, -94.17329406738281 36.09959411621094, -94.17328643798828 36.09981155395508), (-94.17301177978516 36.09980773925781, -94.17301177978516 36.099815368652344, -94.17304992675781 36.09981918334961, -94.17304992675781 36.09983825683594, -94.17322540283203 36.0998420715332, -94.17322540283203 36.09981155395508, -94.17301177978516 36.09980773925781))","{""addr:state"":""AR"",""short_name"":""FDSC"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,415 East Longview Street,415,,72703,East Longview Street,,,,,,,hospital,,,,,,,,,,,,4117518204,1713846187,4,0,"POLYGON ((-94.15298461914062 36.11103820800781, -94.15296936035156 36.11103820800781, -94.15296936035156 36.11113357543945, -94.15289306640625 36.11112976074219, -94.15289306640625 36.11114501953125, -94.15282440185547 36.111141204833984, -94.15282440185547 36.11112976074219, -94.15274810791016 36.11112594604492, -94.15274810791016 36.111087799072266, -94.1527328491211 36.111087799072266, -94.15274047851562 36.111019134521484, -94.15274810791016 36.111019134521484, -94.15274810791016 36.111000061035156, -94.1526107788086 36.11099624633789, -94.15258026123047 36.11101531982422, -94.15260314941406 36.11103057861328, -94.15253448486328 36.11109161376953, -94.15250396728516 36.1110725402832, -94.15249633789062 36.111080169677734, -94.15245819091797 36.111045837402344, -94.1524658203125 36.11103820800781, -94.1524429321289 36.111019134521484, -94.15251922607422 36.1109619140625, -94.15254974365234 36.11098098754883, -94.1525650024414 36.110965728759766, -94.15257263183594 36.11089324951172, -94.15254211425781 36.11089324951172, -94.15254211425781 36.11090087890625, -94.15245819091797 36.11090087890625, -94.15245819091797 36.11088943481445, -94.15241241455078 36.11088943481445, -94.15242004394531 36.1108283996582, -94.15239715576172 36.1108283996582, -94.15240478515625 36.11079025268555, -94.1523666381836 36.11079025268555, -94.1523666381836 36.11077880859375, -94.15225982666016 36.110774993896484, -94.15225219726562 36.110836029052734, -94.15216064453125 36.110836029052734, -94.15216064453125 36.11088562011719, -94.15218353271484 36.11088943481445, -94.15219116210938 36.11091995239258, -94.15216064453125 36.11094284057617, -94.1521224975586 36.11093521118164, -94.1521224975586 36.11091232299805, -94.1520004272461 36.11090850830078, -94.1520004272461 36.110923767089844, -94.15193939208984 36.110923767089844, -94.15194702148438 36.110897064208984, -94.1518325805664 36.11089324951172, -94.1518325805664 36.11091232299805, -94.1517562866211 36.11091232299805, -94.1517562866211 36.11090850830078, -94.15172576904297 36.110904693603516, -94.15172576904297 36.11090087890625, -94.15157318115234 36.110897064208984, -94.15157318115234 36.11091995239258, -94.15155029296875 36.11091995239258, -94.15155029296875 36.110939025878906, -94.15156555175781 36.11094284057617, -94.15156555175781 36.11100387573242, -94.15154266357422 36.11100387573242, -94.15154266357422 36.11101150512695, -94.15149688720703 36.11101150512695, -94.15149688720703 36.11100387573242, -94.15148162841797 36.11100387573242, -94.1514892578125 36.110939025878906, -94.15149688720703 36.110939025878906, -94.15150451660156 36.11091613769531, -94.15148162841797 36.11091613769531, -94.15148162841797 36.110897064208984, -94.15133666992188 36.11089324951172, -94.15133666992188 36.110897064208984, -94.15129852294922 36.110897064208984, -94.15129852294922 36.11090087890625, -94.15122985839844 36.11090087890625, -94.15122985839844 36.11088180541992, -94.15116119384766 36.11088180541992, -94.15116119384766 36.110897064208984, -94.15110778808594 36.110897064208984, -94.15110778808594 36.11089324951172, -94.15106964111328 36.11089324951172, -94.15106964111328 36.11088943481445, -94.15103149414062 36.11088943481445, -94.15103149414062 36.1108512878418, -94.15096282958984 36.1108512878418, -94.15097045898438 36.1107292175293, -94.15103149414062 36.1107292175293, -94.15103912353516 36.11069869995117, -94.15107727050781 36.11069869995117, -94.15107727050781 36.110694885253906, -94.15110778808594 36.110694885253906, -94.15110778808594 36.11069107055664, -94.15116882324219 36.11069107055664, -94.15116882324219 36.1107063293457, -94.1512680053711 36.11071014404297, -94.1512680053711 36.11065673828125, -94.15129852294922 36.11064529418945, -94.15122985839844 36.11054611206055, -94.15121459960938 36.11055374145508, -94.15118408203125 36.110511779785156, -94.15119171142578 36.11050796508789, -94.15117645263672 36.1104850769043, -94.15118408203125 36.11048126220703, -94.15116882324219 36.11045455932617, -94.15119934082031 36.110435485839844, -94.15116882324219 36.110389709472656, -94.15130615234375 36.11033630371094, -94.15133666992188 36.110382080078125, -94.15137481689453 36.1103630065918, -94.15144348144531 36.110450744628906, -94.15142822265625 36.11045455932617, -94.15152740478516 36.11060333251953, -94.15155029296875 36.1106071472168, -94.15162658691406 36.11049270629883, -94.151611328125 36.11048126220703, -94.15164184570312 36.11043930053711, -94.15165710449219 36.110443115234375, -94.15167236328125 36.11042404174805, -94.15167236328125 36.11042785644531, -94.15168762207031 36.11041259765625, -94.15165710449219 36.11040115356445, -94.15157318115234 36.11039733886719, -94.15157318115234 36.11028289794922, -94.15170288085938 36.110286712646484, -94.15190124511719 36.110382080078125, -94.1522445678711 36.110389709472656, -94.15223693847656 36.11051559448242, -94.15216064453125 36.110511779785156, -94.15214538574219 36.110740661621094, -94.15217590332031 36.110740661621094, -94.15217590332031 36.11078643798828, -94.15216064453125 36.11078643798828, -94.15216064453125 36.11081314086914, -94.15222930908203 36.110816955566406, -94.15222930908203 36.110748291015625, -94.15247344970703 36.110755920410156, -94.15247344970703 36.11071014404297, -94.15251922607422 36.11071014404297, -94.15251922607422 36.11070251464844, -94.15260314941406 36.1107063293457, -94.15260314941406 36.110713958740234, -94.15264892578125 36.1107177734375, -94.15264892578125 36.11073303222656, -94.15267181396484 36.11073303222656, -94.15267181396484 36.11072540283203, -94.15275573730469 36.11072540283203, -94.15275573730469 36.11073684692383, -94.15282440185547 36.11073684692383, -94.15282440185547 36.110713958740234, -94.1529312133789 36.1107177734375, -94.1529312133789 36.11078643798828, -94.1529541015625 36.11079025268555, -94.1529541015625 36.110843658447266, -94.15296936035156 36.110843658447266, -94.15296173095703 36.11091232299805, -94.1529541015625 36.11091232299805, -94.1529541015625 36.110931396484375, -94.1529769897461 36.11093521118164, -94.1529769897461 36.11096954345703, -94.15298461914062 36.11096954345703, -94.15298461914062 36.11103820800781), (-94.15189361572266 36.11050796508789, -94.15186309814453 36.11054611206055, -94.15187072753906 36.11054992675781, -94.15182495117188 36.110595703125, -94.15182495117188 36.110591888427734, -94.1517333984375 36.11069869995117, -94.15174865722656 36.1107177734375, -94.15193176269531 36.110721588134766, -94.15193939208984 36.11050796508789, -94.15189361572266 36.11050796508789))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,,222,,72703,East Dunbar Lane,,,,,,,apartments,,,,,,,,,,,,7579137990,1544846854,1,0,"POLYGON ((-94.15425109863281 36.11819839477539, -94.15425109863281 36.11820602416992, -94.15437316894531 36.11820602416992, -94.15437316894531 36.11819076538086, -94.15446472167969 36.11819076538086, -94.15446472167969 36.118263244628906, -94.15444946289062 36.118263244628906, -94.15444946289062 36.11832046508789, -94.15441131591797 36.11832046508789, -94.15441131591797 36.11859130859375, -94.1544418334961 36.11859130859375, -94.1544418334961 36.118648529052734, -94.15446472167969 36.118648529052734, -94.15445709228516 36.118717193603516, -94.15437316894531 36.118717193603516, -94.15437316894531 36.11870193481445, -94.154296875 36.11870193481445, -94.154296875 36.118690490722656, -94.15424346923828 36.118690490722656, -94.15424346923828 36.118717193603516, -94.15363311767578 36.11871337890625, -94.15363311767578 36.11868667602539, -94.15357971191406 36.11868667602539, -94.15357971191406 36.11869812011719, -94.15351104736328 36.11869430541992, -94.15351104736328 36.118709564208984, -94.1534194946289 36.118709564208984, -94.1534194946289 36.1186408996582, -94.15343475341797 36.1186408996582, -94.15343475341797 36.11858367919922, -94.15347290039062 36.11858367919922, -94.15347290039062 36.11831283569336, -94.1534423828125 36.11831283569336, -94.1534423828125 36.11825180053711, -94.15342712402344 36.11825180053711, -94.15342712402344 36.11818313598633, -94.15351104736328 36.11818313598633, -94.15351104736328 36.11819839477539, -94.15364074707031 36.118202209472656, -94.15364074707031 36.118194580078125, -94.15425109863281 36.11819839477539), (-94.15385437011719 36.118324279785156, -94.15369415283203 36.118324279785156, -94.1536865234375 36.11857223510742, -94.15385437011719 36.11857223510742, -94.15385437011719 36.118324279785156), (-94.1540298461914 36.11832809448242, -94.1541976928711 36.11832809448242, -94.15419006347656 36.11857604980469, -94.1540298461914 36.11857604980469, -94.1540298461914 36.11832809448242))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,,88,,72703,East Dunbar Lane,,,,,,,apartments,,,,,,,,,,,,7588245999,1544846854,1,0,"POLYGON ((-94.1557846069336 36.11821746826172, -94.1557846069336 36.11822509765625, -94.15591430664062 36.11822509765625, -94.15591430664062 36.11820983886719, -94.156005859375 36.11820983886719, -94.156005859375 36.11827850341797, -94.1559829711914 36.11827850341797, -94.1559829711914 36.11833953857422, -94.15595245361328 36.11833953857422, -94.15594482421875 36.11860656738281, -94.1559829711914 36.11861038208008, -94.1559829711914 36.11866760253906, -94.15599822998047 36.11866760253906, -94.15599822998047 36.118736267089844, -94.1559066772461 36.118736267089844, -94.1559066772461 36.11872100830078, -94.15583801269531 36.11872100830078, -94.15583801269531 36.118709564208984, -94.1557846069336 36.118709564208984, -94.1557846069336 36.118736267089844, -94.1551742553711 36.11872863769531, -94.1551742553711 36.11870193481445, -94.15512084960938 36.11870193481445, -94.15512084960938 36.11871337890625, -94.15504455566406 36.11871337890625, -94.15504455566406 36.11872863769531, -94.15495300292969 36.11872863769531, -94.15496063232422 36.118656158447266, -94.15497589111328 36.118656158447266, -94.15497589111328 36.11859893798828, -94.15501403808594 36.11859893798828, -94.15501403808594 36.11833190917969, -94.15497589111328 36.11833190917969, -94.15497589111328 36.11827087402344, -94.15496063232422 36.11827087402344, -94.15496063232422 36.118202209472656, -94.1550521850586 36.118202209472656, -94.1550521850586 36.11821746826172, -94.15518188476562 36.11821746826172, -94.15518188476562 36.11820983886719, -94.1557846069336 36.11821746826172), (-94.1553955078125 36.118343353271484, -94.15522766113281 36.118343353271484, -94.15522766113281 36.11859130859375, -94.1553955078125 36.11859130859375, -94.1553955078125 36.118343353271484), (-94.15557098388672 36.11834716796875, -94.15573120117188 36.11834716796875, -94.15573120117188 36.118595123291016, -94.15556335449219 36.118595123291016, -94.15557098388672 36.11834716796875))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,3641 West Wedington Drive,3641,,72704,West Wedington Drive,,Ozarks Electric Cooperative,"Mo-Fr 08:00-17:00, Sa,Su closed",,,,office,,,,,,,company,,,,,5516046694,1614101586,2,0,"POLYGON ((-94.2119369506836 36.077518463134766, -94.21311950683594 36.077545166015625, -94.2131118774414 36.07783126831055, -94.2129135131836 36.07782745361328, -94.2129135131836 36.07789611816406, -94.2129135131836 36.07789611816406, -94.2129135131836 36.078041076660156, -94.21283721923828 36.078041076660156, -94.21283721923828 36.07805252075195, -94.2127685546875 36.07805252075195, -94.2127685546875 36.07802963256836, -94.21239471435547 36.07802200317383, -94.21239471435547 36.07803726196289, -94.21234130859375 36.07803726196289, -94.21234130859375 36.078086853027344, -94.21233367919922 36.078128814697266, -94.21224975585938 36.078125, -94.2122573852539 36.07808303833008, -94.2122573852539 36.078025817871094, -94.21221160888672 36.07802200317383, -94.21221160888672 36.078033447265625, -94.21210479736328 36.078033447265625, -94.21210479736328 36.078025817871094, -94.21204376220703 36.078025817871094, -94.21204376220703 36.07797622680664, -94.2118911743164 36.077972412109375, -94.21189880371094 36.07791519165039, -94.21186828613281 36.077911376953125, -94.21187591552734 36.077857971191406, -94.21186065673828 36.077857971191406, -94.21186065673828 36.077911376953125, -94.21179962158203 36.077911376953125, -94.21179962158203 36.07793426513672, -94.21160888671875 36.07793045043945, -94.21162414550781 36.07760238647461, -94.21163940429688 36.07760238647461, -94.21163940429688 36.077545166015625, -94.21167755126953 36.077545166015625, -94.21168518066406 36.0774040222168, -94.21194458007812 36.07740783691406, -94.2119369506836 36.077518463134766), (-94.21192932128906 36.077518463134766, -94.2118911743164 36.077518463134766, -94.21188354492188 36.07781219482422, -94.21192169189453 36.07781219482422, -94.21192932128906 36.077518463134766))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,1410 North Porter Road,1410,,72703,North Porter Road,info@calvaryfayetteville.com,Calvary Baptist Church,,,+1 479 442 4634,http://calvaryfayetteville.com/,church,place_of_worship,,,,,,,,,,,3878031103,1715673460,5,0,"POLYGON ((-94.1926040649414 36.08224868774414, -94.19235229492188 36.08224105834961, -94.19235229492188 36.0822639465332, -94.19232940673828 36.0822639465332, -94.19232940673828 36.0823860168457, -94.19213104248047 36.08237838745117, -94.192138671875 36.08218002319336, -94.19205474853516 36.082176208496094, -94.19205474853516 36.082183837890625, -94.1920394897461 36.082183837890625, -94.19203186035156 36.08230972290039, -94.1917495727539 36.08230209350586, -94.19175720214844 36.0822639465332, -94.1917495727539 36.0822639465332, -94.1917495727539 36.082271575927734, -94.19170379638672 36.082271575927734, -94.19170379638672 36.08226013183594, -94.19168853759766 36.08226013183594, -94.19168853759766 36.08230209350586, -94.19156646728516 36.082298278808594, -94.19158172607422 36.08194351196289, -94.19170379638672 36.081947326660156, -94.19170379638672 36.08198547363281, -94.19171905517578 36.08198547363281, -94.19171905517578 36.08197784423828, -94.19175720214844 36.08198165893555, -94.19175720214844 36.08198928833008, -94.19176483154297 36.08198928833008, -94.19176483154297 36.08195114135742, -94.19204711914062 36.08195877075195, -94.1920394897461 36.08208465576172, -94.19205474853516 36.08208465576172, -94.19205474853516 36.08209991455078, -94.192138671875 36.08209991455078, -94.19215393066406 36.08190155029297, -94.19235229492188 36.081905364990234, -94.19234466552734 36.082027435302734, -94.1923599243164 36.082027435302734, -94.1923599243164 36.082054138183594, -94.19261169433594 36.082061767578125, -94.1926040649414 36.08224868774414), (-94.19175720214844 36.08201599121094, -94.19175720214844 36.082027435302734, -94.19171905517578 36.082027435302734, -94.19171142578125 36.08222198486328, -94.19174194335938 36.08222579956055, -94.19174194335938 36.08223342895508, -94.19175720214844 36.08223342895508, -94.19176483154297 36.0820198059082, -94.19175720214844 36.08201599121094))","{""addr:state"":""AR"",""denomination"":""baptist"",""ele"":""382"",""gnis:feature_id"":""65296"",""layer"":""1"",""religion"":""christian"",""service_times"":""Su 10:30"",""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,12066019920,1574626081,1,0,"POLYGON ((-94.42442321777344 36.0970344543457, -94.42432403564453 36.09703826904297, -94.42420959472656 36.09703826904297, -94.42420959472656 36.096923828125, -94.4239273071289 36.09693145751953, -94.4239273071289 36.09695053100586, -94.4239273071289 36.09700393676758, -94.42383575439453 36.09700393676758, -94.42383575439453 36.09693908691406, -94.42381286621094 36.09693908691406, -94.4238052368164 36.096710205078125, -94.42394256591797 36.09670639038086, -94.4239501953125 36.096839904785156, -94.42420959472656 36.09683609008789, -94.42420196533203 36.09675598144531, -94.4244155883789 36.09675216674805, -94.42442321777344 36.0970344543457))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,residential,,,,,,,,,,,,4167504689,1619899428,2,0,"POLYGON ((-94.18746948242188 36.10969161987305, -94.1874771118164 36.10995101928711, -94.18743133544922 36.10995101928711, -94.18743133544922 36.109962463378906, -94.18727111816406 36.10996627807617, -94.18727111816406 36.1098747253418, -94.1868896484375 36.10988235473633, -94.1868896484375 36.10993576049805, -94.18669128417969 36.10993957519531, -94.18668365478516 36.10973358154297, -94.18667602539062 36.10973358154297, -94.18667602539062 36.10967254638672, -94.18668365478516 36.10967254638672, -94.18668365478516 36.10965347290039, -94.18667602539062 36.10965347290039, -94.18667602539062 36.10959243774414, -94.18668365478516 36.10959243774414, -94.18668365478516 36.10957336425781, -94.18667602539062 36.10957336425781, -94.18667602539062 36.10951232910156, -94.18668365478516 36.10951232910156, -94.18668365478516 36.109493255615234, -94.18667602539062 36.109493255615234, -94.1866683959961 36.109405517578125, -94.18668365478516 36.109405517578125, -94.18668365478516 36.109397888183594, -94.18685913085938 36.109397888183594, -94.18685913085938 36.10940170288086, -94.18695831298828 36.10940170288086, -94.18695831298828 36.109405517578125, -94.18698120117188 36.109405517578125, -94.18698120117188 36.10940170288086, -94.18705749511719 36.10940170288086, -94.18705749511719 36.10935974121094, -94.18701171875 36.10932159423828, -94.18699645996094 36.109336853027344, -94.18695831298828 36.10930252075195, -94.1869125366211 36.10926818847656, -94.18698120117188 36.10921096801758, -94.18702697753906 36.10924530029297, -94.18706512451172 36.109275817871094, -94.18704986572266 36.109291076660156, -94.18710327148438 36.10932922363281, -94.18709564208984 36.10929870605469, -94.18721008300781 36.10929489135742, -94.18721008300781 36.10928726196289, -94.18738555908203 36.109283447265625, -94.18738555908203 36.109249114990234, -94.18753051757812 36.10924530029297, -94.18753814697266 36.10944366455078, -94.18754577636719 36.10944366455078, -94.18755340576172 36.10968780517578, -94.18746948242188 36.10969161987305), (-94.18730926513672 36.109561920166016, -94.18724822998047 36.109519958496094, -94.18716430664062 36.109519958496094, -94.18716430664062 36.109561920166016, -94.18701171875 36.10956573486328, -94.18701171875 36.10961151123047, -94.18692016601562 36.10961151123047, -94.18692016601562 36.10956573486328, -94.18688201904297 36.10956573486328, -94.18688201904297 36.109588623046875, -94.1868896484375 36.109588623046875, -94.1868896484375 36.109649658203125, -94.18688201904297 36.109649658203125, -94.18688201904297 36.10966873168945, -94.1868896484375 36.10966873168945, -94.1868896484375 36.109718322753906, -94.18690490722656 36.109718322753906, -94.18690490722656 36.109710693359375, -94.18698120117188 36.109710693359375, -94.18698120117188 36.10971450805664, -94.18699645996094 36.10971450805664, -94.1869888305664 36.10970687866211, -94.18706512451172 36.10970687866211, -94.18706512451172 36.10971450805664, -94.18708801269531 36.10971450805664, -94.18708801269531 36.10970687866211, -94.18716430664062 36.10970687866211, -94.18716430664062 36.109710693359375, -94.18718719482422 36.109710693359375, -94.18718719482422 36.10970687866211, -94.18727111816406 36.109703063964844, -94.18727111816406 36.10964584350586, -94.18730926513672 36.109642028808594, -94.18730926513672 36.109561920166016))","{""type"":""multipolygon""}",relation,,,
Fayetteville,,,5453,,72704,Clear Creek Boulevard,,,,,,,detached,,,,,,,,,,,,31431978228,1633881523,1,0,"POLYGON ((-94.19792938232422 36.130680084228516, -94.19819641113281 36.13072967529297, -94.19813537597656 36.13093948364258, -94.19786834716797 36.13088607788086, -94.19792938232422 36.130680084228516), (-94.19798278808594 36.13072967529297, -94.19811248779297 36.13075637817383, -94.19808197021484 36.130859375, -94.19794464111328 36.13083267211914, -94.19798278808594 36.13072967529297))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,hospital,,,,,,,,,,,,31405359003,1633226875,1,0,"POLYGON ((-94.18675231933594 36.13557815551758, -94.18669128417969 36.13557815551758, -94.18669128417969 36.135746002197266, -94.18653869628906 36.135746002197266, -94.18653869628906 36.13579177856445, -94.18645477294922 36.13579177856445, -94.18646240234375 36.13567352294922, -94.18634796142578 36.13567352294922, -94.18634033203125 36.13591384887695, -94.18609619140625 36.13591384887695, -94.18609619140625 36.13563537597656, -94.18606567382812 36.13563537597656, -94.18606567382812 36.135650634765625, -94.18599700927734 36.135650634765625, -94.18599700927734 36.135868072509766, -94.18588256835938 36.1358642578125, -94.18588256835938 36.13587951660156, -94.18580627441406 36.1358757019043, -94.18580627441406 36.1358642578125, -94.18572235107422 36.1358642578125, -94.18572998046875 36.135684967041016, -94.18563079833984 36.135684967041016, -94.18563079833984 36.135658264160156, -94.18558502197266 36.13565444946289, -94.18558502197266 36.135616302490234, -94.18559265136719 36.135616302490234, -94.18559265136719 36.135597229003906, -94.18556213378906 36.13559341430664, -94.18556213378906 36.13555145263672, -94.18560028076172 36.13555145263672, -94.18560028076172 36.135536193847656, -94.18547821044922 36.135536193847656, -94.18547821044922 36.135467529296875, -94.18559265136719 36.13547134399414, -94.18560028076172 36.135459899902344, -94.18556213378906 36.135459899902344, -94.18556213378906 36.13542175292969, -94.18559265136719 36.13542175292969, -94.18559265136719 36.135353088378906, -94.18563842773438 36.135353088378906, -94.18563842773438 36.13532257080078, -94.18572998046875 36.13532257080078, -94.18573760986328 36.1350212097168, -94.18637084960938 36.13502883911133, -94.18637084960938 36.135093688964844, -94.18635559082031 36.135093688964844, -94.18634796142578 36.13536834716797, -94.18644714355469 36.13536834716797, -94.18644714355469 36.13534164428711, -94.18659973144531 36.13534164428711, -94.18659973144531 36.135311126708984, -94.18659210205078 36.135311126708984, -94.18659210205078 36.135284423828125, -94.18659210205078 36.13525390625, -94.18666076660156 36.135257720947266, -94.18666076660156 36.13528823852539, -94.18666076660156 36.135311126708984, -94.18665313720703 36.135311126708984, -94.18665313720703 36.13534164428711, -94.18675231933594 36.13534164428711, -94.18675231933594 36.13557815551758), (-94.18598175048828 36.1351203918457, -94.18598175048828 36.135162353515625, -94.18602752685547 36.135162353515625, -94.18601989746094 36.13534164428711, -94.18610382080078 36.13534164428711, -94.18611145019531 36.1351203918457, -94.18598175048828 36.1351203918457))","{""type"":""multipolygon""}",relation,,,
Siloam Springs,,,21181;21189,,72761,Oak Ridge Road,,Outreach Center Church,,,+1 479 524 4276,https://www.occnwa.com/,yes,place_of_worship,,,,,,,,,,,1919807513,1550396745,2,0,"MULTIPOLYGON (((-94.5053482055664 36.14506530761719, -94.50516510009766 36.14505386352539, -94.50516510009766 36.14486312866211, -94.50520324707031 36.14479064941406, -94.50524139404297 36.14475631713867, -94.50528717041016 36.144771575927734, -94.50542449951172 36.144710540771484, -94.50550079345703 36.144805908203125, -94.50543212890625 36.144840240478516, -94.50544738769531 36.144874572753906, -94.50540924072266 36.14494323730469, -94.5053482055664 36.14495086669922, -94.5053482055664 36.14506530761719)), ((-94.50555419921875 36.14469909667969, -94.50546264648438 36.144737243652344, -94.50536346435547 36.144588470458984, -94.50544738769531 36.14455032348633, -94.50555419921875 36.14469909667969)))","{""denomination"":""nondenominational"",""religion"":""christian"",""type"":""multipolygon"",""wheelchair"":""limited""}",relation,,,
