addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,building,amenity,building:flats,building:levels,building:material,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,73434643256,1639920937,1,0,"POLYGON ((-78.41059875488281 33.979896545410156, -78.41069793701172 33.9808349609375, -78.41058349609375 33.98084259033203, -78.41059112548828 33.980899810791016, -78.41053771972656 33.98095703125, -78.410400390625 33.98096466064453, -78.41038513183594 33.98086166381836, -78.41021728515625 33.980873107910156, -78.41017150878906 33.980438232421875, -78.41006469726562 33.980445861816406, -78.41011047363281 33.98090744018555, -78.41033935546875 33.980892181396484, -78.41035461425781 33.98102569580078, -78.40982818603516 33.9810676574707, -78.4098129272461 33.98093032836914, -78.40987396240234 33.980926513671875, -78.40982055664062 33.980464935302734, -78.40970611572266 33.98047637939453, -78.40975189208984 33.98088836669922, -78.409423828125 33.98091125488281, -78.40943145751953 33.98102569580078, -78.40975189208984 33.98099899291992, -78.40977478027344 33.9812126159668, -78.4094467163086 33.98123550415039, -78.40943908691406 33.981204986572266, -78.40937805175781 33.9812126159668, -78.40937805175781 33.981239318847656, -78.40914916992188 33.98125457763672, -78.40911865234375 33.980960845947266, -78.40934753417969 33.9809455871582, -78.4093246459961 33.980777740478516, -78.40924072265625 33.98078155517578, -78.40923309326172 33.98070526123047, -78.40918731689453 33.980709075927734, -78.40917205810547 33.98057556152344, -78.40922546386719 33.98057174682617, -78.40921783447266 33.980499267578125, -78.4093246459961 33.980491638183594, -78.40928649902344 33.98008346557617, -78.40916442871094 33.9800910949707, -78.4091567993164 33.98000717163086, -78.4094009399414 33.9799919128418, -78.40938568115234 33.97985076904297, -78.40911865234375 33.97987365722656, -78.40912628173828 33.97994613647461, -78.40892791748047 33.97996139526367, -78.40889739990234 33.97966003417969, -78.40909576416016 33.979644775390625, -78.40908813476562 33.979610443115234, -78.40934753417969 33.979591369628906, -78.40935516357422 33.97963333129883, -78.40963745117188 33.979610443115234, -78.40962982177734 33.97957229614258, -78.41038513183594 33.97951889038086, -78.410400390625 33.979610443115234, -78.41053009033203 33.97959899902344, -78.4105453491211 33.979801177978516, -78.41032409667969 33.97981643676758, -78.41033172607422 33.979915618896484, -78.41059875488281 33.979896545410156), (-78.41027069091797 33.979774475097656, -78.41028594970703 33.97991180419922, -78.41011810302734 33.979923248291016, -78.41016387939453 33.98039627075195, -78.40970611572266 33.980430603027344, -78.40966033935547 33.97997283935547, -78.40956115722656 33.979976654052734, -78.40956115722656 33.97995376586914, -78.40966033935547 33.97994613647461, -78.4096450805664 33.97978210449219, -78.41035461425781 33.979736328125, -78.41035461425781 33.97977066040039, -78.41027069091797 33.979774475097656))","{""type"":""multipolygon""}",relation
Bolivia,,,4013,,28422,,Main Street,,Bolivia Baptist Church,,,,,,https://www.boliviabaptist.org/,yes,place_of_worship,,,,,,,,,,,Bing,,,15049918973,1583092353,1,0,"POLYGON ((-78.1467056274414 34.070682525634766, -78.14662170410156 34.07063293457031, -78.14665985107422 34.07058334350586, -78.14657592773438 34.07053756713867, -78.14656829833984 34.070552825927734, -78.1463851928711 34.07044982910156, -78.14645385742188 34.070369720458984, -78.1466293334961 34.070472717285156, -78.14661407470703 34.07048797607422, -78.14669799804688 34.07053756713867, -78.14674377441406 34.07048797607422, -78.1468276977539 34.07053756713867, -78.1467056274414 34.070682525634766))","{""addr:state"":""NC"",""denomination"":""baptist"",""religion"":""christian"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,29644331723,1687193828,1,0,"POLYGON ((-77.8961181640625 34.129207611083984, -77.89535522460938 34.12895202636719, -77.89520263671875 34.12929916381836, -77.89537048339844 34.12935256958008, -77.89546966552734 34.12914276123047, -77.89579010009766 34.129241943359375, -77.89574432373047 34.12932586669922, -77.89579772949219 34.12934112548828, -77.89573669433594 34.129459381103516, -77.89581298828125 34.129486083984375, -77.89586639404297 34.129371643066406, -77.89590454101562 34.12938690185547, -77.89595031738281 34.12929916381836, -77.89627075195312 34.12940216064453, -77.89617156982422 34.12962341308594, -77.89632415771484 34.129669189453125, -77.89641571044922 34.12946701049805, -77.89665222167969 34.129539489746094, -77.8967056274414 34.12942123413086, -77.89651489257812 34.129356384277344, -77.89655303955078 34.1292839050293, -77.89682006835938 34.129371643066406, -77.89688110351562 34.12939453125, -77.89691925048828 34.129310607910156, -77.89685821533203 34.12928771972656, -77.8968276977539 34.129276275634766, -77.89683532714844 34.129249572753906, -77.89661407470703 34.129173278808594, -77.89664459228516 34.12910842895508, -77.89683532714844 34.12916946411133, -77.89689636230469 34.12904739379883, -77.89667510986328 34.12897872924805, -77.89677429199219 34.12875747680664, -77.8966293334961 34.12871170043945, -77.89652252197266 34.12892150878906, -77.89614868164062 34.12879180908203, -77.89608764648438 34.12890625, -77.89624786376953 34.12895965576172, -77.89620971679688 34.1290283203125, -77.89611053466797 34.128997802734375, -77.89604949951172 34.12911605834961, -77.89614868164062 34.129146575927734, -77.8961181640625 34.129207611083984), (-77.89643859863281 34.12910842895508, -77.89646911621094 34.12904357910156, -77.89629364013672 34.12898254394531, -77.8962631225586 34.129051208496094, -77.89643859863281 34.12910842895508), (-77.8963394165039 34.12928771972656, -77.89636993408203 34.12922668457031, -77.89620208740234 34.12916946411133, -77.89617156982422 34.129234313964844, -77.8963394165039 34.12928771972656))","{""type"":""multipolygon""}",relation
,,,,,,,,,Codington Elementary School,,,,,,https://codington.nhcs.net/,yes,school,,,,,,,,,,,microsoft/BuildingFootprints,,,55863385610,1674646355,3,0,"POLYGON ((-77.91712951660156 34.16599655151367, -77.9168930053711 34.16614532470703, -77.91692352294922 34.166168212890625, -77.91669464111328 34.16631317138672, -77.91680908203125 34.16642761230469, -77.91671752929688 34.166481018066406, -77.91658020019531 34.16633224487305, -77.9163589477539 34.16647720336914, -77.91651153564453 34.16663360595703, -77.91657257080078 34.16659927368164, -77.91664123535156 34.16667556762695, -77.91658782958984 34.16670608520508, -77.91680908203125 34.16696548461914, -77.91694641113281 34.16688537597656, -77.9169921875 34.16693878173828, -77.91707611083984 34.16688537597656, -77.91715240478516 34.16697311401367, -77.91746520996094 34.166786193847656, -77.91741943359375 34.166744232177734, -77.91751098632812 34.16667556762695, -77.91755676269531 34.166717529296875, -77.91775512695312 34.166587829589844, -77.91757202148438 34.16640090942383, -77.9173812866211 34.16653060913086, -77.91732025146484 34.16646957397461, -77.91744232177734 34.166385650634766, -77.9172592163086 34.166194915771484, -77.91728973388672 34.166175842285156, -77.91712951660156 34.16599655151367), (-77.91727447509766 34.16661834716797, -77.91702270507812 34.16678237915039, -77.91680908203125 34.16657257080078, -77.91695404052734 34.166481018066406, -77.91704559326172 34.166568756103516, -77.91715240478516 34.1664924621582, -77.91727447509766 34.16661834716797))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,15170190796,1673454088,1,0,"POLYGON ((-77.98654174804688 34.185768127441406, -77.98727416992188 34.18592071533203, -77.98722076416016 34.186092376708984, -77.98648071289062 34.18593215942383, -77.9864273071289 34.186065673828125, -77.98799133300781 34.186397552490234, -77.98802185058594 34.18627166748047, -77.98737335205078 34.18613052368164, -77.98743438720703 34.18595504760742, -77.9875259399414 34.185977935791016, -77.98751068115234 34.186038970947266, -77.98760986328125 34.186058044433594, -77.98761749267578 34.186004638671875, -77.98797607421875 34.18608093261719, -77.9880142211914 34.18595504760742, -77.98766326904297 34.185874938964844, -77.9876937866211 34.18577194213867, -77.98783111572266 34.18579864501953, -77.98786926269531 34.1856803894043, -77.98773956298828 34.185646057128906, -77.98777770996094 34.185508728027344, -77.9880599975586 34.18557357788086, -77.98810577392578 34.185455322265625, -77.9873275756836 34.18527603149414, -77.9872817993164 34.18539810180664, -77.98735809326172 34.1854133605957, -77.98727416992188 34.18568420410156, -77.98733520507812 34.185699462890625, -77.9873046875 34.185794830322266, -77.98692321777344 34.18571090698242, -77.98706817626953 34.18526840209961, -77.98690795898438 34.18523406982422, -77.98685455322266 34.1854248046875, -77.98680877685547 34.1854133605957, -77.98677825927734 34.18551254272461, -77.98681640625 34.185523986816406, -77.98677062988281 34.18567657470703, -77.98658752441406 34.18563461303711, -77.98654174804688 34.185768127441406), (-77.98757934570312 34.18561553955078, -77.98761749267578 34.18547821044922, -77.98750305175781 34.18545150756836, -77.98745727539062 34.18558883666992, -77.98757934570312 34.18561553955078), (-77.98750305175781 34.18584442138672, -77.98754119873047 34.18574142456055, -77.98743438720703 34.18571853637695, -77.9874038696289 34.185821533203125, -77.98750305175781 34.18584442138672))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,57163265291,1630609721,1,0,"POLYGON ((-77.91943359375 34.19051742553711, -77.91957092285156 34.19073486328125, -77.91950225830078 34.190765380859375, -77.91954040527344 34.190826416015625, -77.91962432861328 34.190792083740234, -77.91973876953125 34.190975189208984, -77.9203109741211 34.190731048583984, -77.9202651977539 34.1906623840332, -77.92028045654297 34.19065475463867, -77.92010498046875 34.190364837646484, -77.92012786865234 34.19035339355469, -77.92005920410156 34.190250396728516, -77.91943359375 34.19051742553711), (-77.92005920410156 34.190650939941406, -77.91995239257812 34.19047164916992, -77.91960144042969 34.19062423706055, -77.91970825195312 34.1907958984375, -77.92005920410156 34.190650939941406))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,55889578424,1629137314,1,0,"POLYGON ((-77.92662048339844 34.208744049072266, -77.92565155029297 34.208885192871094, -77.92572021484375 34.20921325683594, -77.92560577392578 34.209228515625, -77.92564392089844 34.20940399169922, -77.92574310302734 34.209388732910156, -77.92576599121094 34.20947265625, -77.92591094970703 34.20945358276367, -77.9258804321289 34.20930099487305, -77.92630767822266 34.2092399597168, -77.92623901367188 34.208927154541016, -77.92632293701172 34.20891571044922, -77.92633056640625 34.20895004272461, -77.92652893066406 34.20892333984375, -77.9265365600586 34.20896530151367, -77.92657470703125 34.20895767211914, -77.92656707763672 34.20891189575195, -77.92665100097656 34.208900451660156, -77.92662048339844 34.208744049072266), (-77.9261245727539 34.209136962890625, -77.92607879638672 34.208953857421875, -77.92581939697266 34.20899200439453, -77.92585754394531 34.209171295166016, -77.9261245727539 34.209136962890625))","{""type"":""multipolygon""}",relation
,,,,,,,,,Environmental Health and Safety,,,,,,,university,,,,,,,,,,,,,,,4704917239,1414040570,1,0,"POLYGON ((-77.86595153808594 34.21916961669922, -77.86591339111328 34.21915054321289, -77.86585235595703 34.21922302246094, -77.86577606201172 34.219181060791016, -77.86573791503906 34.21923065185547, -77.86561584472656 34.21916198730469, -77.86546325683594 34.21934509277344, -77.86585998535156 34.21956253051758, -77.86605072021484 34.219322204589844, -77.86589813232422 34.21923828125, -77.86595153808594 34.21916961669922))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,55902674870,1629138405,1,0,"POLYGON ((-77.93473052978516 34.22222137451172, -77.93472290039062 34.22214126586914, -77.93482208251953 34.22213363647461, -77.934814453125 34.22208023071289, -77.93490600585938 34.22207260131836, -77.93488311767578 34.22188949584961, -77.93478393554688 34.221900939941406, -77.93477630615234 34.22184753417969, -77.9346694946289 34.221858978271484, -77.93466186523438 34.2217903137207, -77.93401336669922 34.22185134887695, -77.93407440185547 34.22228240966797, -77.93473052978516 34.22222137451172), (-77.93452453613281 34.22209548950195, -77.93450927734375 34.221954345703125, -77.93429565429688 34.22197341918945, -77.93431854248047 34.22211456298828, -77.93452453613281 34.22209548950195))","{""type"":""multipolygon""}",relation
,,,,,,,,,Student Recreation Center,,,,,,,university,,,,,,,,,,,,,,,4700788037,1413959147,1,0,"POLYGON ((-77.8678970336914 34.222782135009766, -77.86776733398438 34.222965240478516, -77.86768341064453 34.22292709350586, -77.86747741699219 34.22322463989258, -77.86722564697266 34.22310256958008, -77.86727905273438 34.223026275634766, -77.86724853515625 34.2230110168457, -77.86722564697266 34.22304153442383, -77.86710357666016 34.222984313964844, -77.86717224121094 34.22289276123047, -77.86715698242188 34.22288513183594, -77.8670654296875 34.22301483154297, -77.8668212890625 34.222896575927734, -77.86689758300781 34.22278594970703, -77.86685180664062 34.2227668762207, -77.8669662475586 34.22259521484375, -77.8669662475586 34.22254180908203, -77.86698913574219 34.22248840332031, -77.86702728271484 34.22243881225586, -77.8670883178711 34.222408294677734, -77.86711883544922 34.22240447998047, -77.86715698242188 34.22235107421875, -77.86720275878906 34.222286224365234, -77.8672103881836 34.222225189208984, -77.86721801757812 34.22215270996094, -77.86727142333984 34.22209548950195, -77.86735534667969 34.22206497192383, -77.86740112304688 34.222007751464844, -77.86738586425781 34.221920013427734, -77.8674545288086 34.22184753417969, -77.8675537109375 34.22182083129883, -77.86760711669922 34.22173309326172, -77.8680419921875 34.22195053100586, -77.8680191040039 34.22200393676758, -77.86808013916016 34.2220344543457, -77.86791229248047 34.222312927246094, -77.86831665039062 34.22251510620117, -77.86827087402344 34.22257995605469, -77.86832427978516 34.22261428833008, -77.86811828613281 34.22288131713867, -77.8678970336914 34.222782135009766))","{""type"":""multipolygon""}",relation
